년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201707-201712,충청북도,괴산군,일반용,3339,41677482,17.16
201707-201712,충청북도,괴산군,합계,7466,242842007,
201707-201712,충청북도,단양군,일반용,3346,41239718,4.49
201707-201712,충청북도,단양군,합계,5501,917806776,
201707-201712,충청북도,보은군,일반용,2867,33966436,20.41
201707-201712,충청북도,보은군,합계,6787,166391588,
201707-201712,충청북도,영동군,일반용,3880,39856993,19.48
201707-201712,충청북도,영동군,합계,9465,204594540,
201707-201712,충청북도,옥천군,일반용,3952,45229787,15.2
201707-201712,충청북도,옥천군,합계,8387,297661381,
201707-201712,충청북도,음성군,일반용,8974,117414231,8.19
201707-201712,충청북도,음성군,합계,13295,1433316357,
201707-201712,충청북도,제천시,일반용,11903,129674025,17.41
201707-201712,충청북도,제천시,합계,15491,744654283,
201707-201712,충청북도,증평군,일반용,2953,34774566,13.58
201707-201712,충청북도,증평군,합계,3940,255979915,
201707-201712,충청북도,진천군,일반용,6331,103080218,8.53
201707-201712,충청북도,진천군,합계,9221,1208394223,
201707-201712,충청북도,청주시,일반용,51827,843397671,14.46
201707-201712,충청북도,청주시,합계,68380,5832229928,
201707-201712,충청북도,충주시,일반용,16522,231548453,20.39
201707-201712,충청북도,충주시,합계,25714,1135724502,
