년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201707-201712,부산광역시,강서구,일반용,9236,199914549,10.24
201707-201712,부산광역시,강서구,합계,8380,1951376907,
201707-201712,부산광역시,금정구,일반용,15453,201578283,35.95
201707-201712,부산광역시,금정구,합계,18321,560748853,
201707-201712,부산광역시,기장군,일반용,7747,154369649,26.11
201707-201712,부산광역시,기장군,합계,8789,591217320,
201707-201712,부산광역시,남구,일반용,11841,202670817,27.66
201707-201712,부산광역시,남구,합계,17166,732702055,
201707-201712,부산광역시,동구,일반용,7435,153384603,57.77
201707-201712,부산광역시,동구,합계,8924,265521138,
201707-201712,부산광역시,동래구,일반용,15640,225853769,47.29
201707-201712,부산광역시,동래구,합계,15740,477601771,
201707-201712,부산광역시,부산진구,일반용,23024,436011421,48.75
201707-201712,부산광역시,부산진구,합계,24013,894341049,
201707-201712,부산광역시,북구,일반용,10604,178182192,38.7
201707-201712,부산광역시,북구,합계,12900,460429039,
201707-201712,부산광역시,사상구,일반용,13277,218376155,24.51
201707-201712,부산광역시,사상구,합계,13707,891115338,
201707-201712,부산광역시,사하구,일반용,14388,217169121,14.56
201707-201712,부산광역시,사하구,합계,19226,1491493757,
201707-201712,부산광역시,서구,일반용,6443,118797724,39.24
201707-201712,부산광역시,서구,합계,10178,302773488,
201707-201712,부산광역시,수영구,일반용,10599,157222108,51.46
201707-201712,부산광역시,수영구,합계,12258,305549958,
201707-201712,부산광역시,연제구,일반용,11151,202748632,50.77
201707-201712,부산광역시,연제구,합계,11731,399319999,
201707-201712,부산광역시,영도구,일반용,6049,75164419,32.63
201707-201712,부산광역시,영도구,합계,9706,230382192,
201707-201712,부산광역시,중구,일반용,8959,172341001,80.59
201707-201712,부산광역시,중구,합계,6259,213847664,
201707-201712,부산광역시,해운대구,일반용,14017,471609311,48.6
201707-201712,부산광역시,해운대구,합계,15511,970452178,
