년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201201-201206,강원도,강릉시,일반용,15972,228126726,22.51
201201-201206,강원도,강릉시,합계,19263,1013503872,
201201-201206,강원도,고성군,일반용,3054,54241636,36.16
201201-201206,강원도,고성군,합계,4162,150012566,
201201-201206,강원도,동해시,일반용,6051,94316653,5.96
201201-201206,강원도,동해시,합계,7370,1582444921,
201201-201206,강원도,삼척시,일반용,5126,69055106,10.97
201201-201206,강원도,삼척시,합계,7717,629392340,
201201-201206,강원도,속초시,일반용,6868,114358207,47.06
201201-201206,강원도,속초시,합계,6029,242982308,
201201-201206,강원도,양구군,일반용,2084,43059267,35.52
201201-201206,강원도,양구군,합계,3220,121234746,
201201-201206,강원도,양양군,일반용,3533,58832653,39.95
201201-201206,강원도,양양군,합계,4302,147250273,
201201-201206,강원도,영월군,일반용,3403,37553867,7.31
201201-201206,강원도,영월군,합계,5828,513663710,
201201-201206,강원도,원주시,일반용,20552,326601371,27.97
201201-201206,강원도,원주시,합계,21692,1167757441,
201201-201206,강원도,인제군,일반용,3715,66483909,37.77
201201-201206,강원도,인제군,합계,4860,176004809,
201201-201206,강원도,정선군,일반용,4398,96404911,29.65
201201-201206,강원도,정선군,합계,5712,325119747,
201201-201206,강원도,철원군,일반용,4315,76230732,29.3
201201-201206,강원도,철원군,합계,6325,260203753,
201201-201206,강원도,춘천시,일반용,17960,293806917,36.6
201201-201206,강원도,춘천시,합계,20584,802676377,
201201-201206,강원도,태백시,일반용,3796,49341442,26.95
201201-201206,강원도,태백시,합계,4577,183113729,
201201-201206,강원도,평창군,일반용,5041,105840826,34.49
201201-201206,강원도,평창군,합계,7210,306838575,
201201-201206,강원도,홍천군,일반용,6645,111284734,29.62
201201-201206,강원도,홍천군,합계,9757,375725530,
201201-201206,강원도,화천군,일반용,2630,53842710,41.32
201201-201206,강원도,화천군,합계,3387,130308361,
201201-201206,강원도,횡성군,일반용,3973,54625992,19.15
201201-201206,강원도,횡성군,합계,7109,285260674,
