년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201201-201206,전라북도,고창군,일반용,3861,43282812,17.7
201201-201206,전라북도,고창군,합계,8697,244600238,
201201-201206,전라북도,군산시,일반용,17802,286779178,6.67
201201-201206,전라북도,군산시,합계,18743,4296417117,
201201-201206,전라북도,김제시,일반용,5531,70881579,16.64
201201-201206,전라북도,김제시,합계,11051,425854306,
201201-201206,전라북도,남원시,일반용,6470,73913940,25.47
201201-201206,전라북도,남원시,합계,11313,290172385,
201201-201206,전라북도,무주군,일반용,2260,41111393,38.73
201201-201206,전라북도,무주군,합계,3906,106155091,
201201-201206,전라북도,부안군,일반용,4893,59921068,27.89
201201-201206,전라북도,부안군,합계,7001,214836763,
201201-201206,전라북도,순창군,일반용,1875,18831213,19.03
201201-201206,전라북도,순창군,합계,4582,98966035,
201201-201206,전라북도,완주군,일반용,5291,61919843,8.47
201201-201206,전라북도,완주군,합계,9029,730699430,
201201-201206,전라북도,익산시,일반용,18922,248127684,14.86
201201-201206,전라북도,익산시,합계,25936,1669973123,
201201-201206,전라북도,임실군,일반용,1898,22371731,18.23
201201-201206,전라북도,임실군,합계,4811,122732950,
201201-201206,전라북도,장수군,일반용,1329,14918576,15.73
201201-201206,전라북도,장수군,합계,3673,94862309,
201201-201206,전라북도,전주시,일반용,39339,594219189,27.18
201201-201206,전라북도,전주시,합계,36594,2186066228,
201201-201206,전라북도,정읍시,일반용,7977,92719113,14.97
201201-201206,전라북도,정읍시,합계,12777,619493836,
201201-201206,전라북도,진안군,일반용,1704,17412836,19.15
201201-201206,전라북도,진안군,합계,4253,90951139,
