년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201207-201212,전라남도,강진군,일반용,2772,27213709,21.89
201207-201212,전라남도,강진군,합계,6128,124330808,
201207-201212,전라남도,고흥군,일반용,5142,42471255,23.14
201207-201212,전라남도,고흥군,합계,12137,183562692,
201207-201212,전라남도,곡성군,일반용,1913,19465056,9.92
201207-201212,전라남도,곡성군,합계,4616,196217775,
201207-201212,전라남도,광양시,일반용,9525,120942134,4.23
201207-201212,전라남도,광양시,합계,11821,2860618175,
201207-201212,전라남도,구례군,일반용,2121,25717427,36.49
201207-201212,전라남도,구례군,합계,4533,70481048,
201207-201212,전라남도,나주시,일반용,5444,68531327,15.78
201207-201212,전라남도,나주시,합계,11012,434174387,
201207-201212,전라남도,담양군,일반용,3227,39499479,18.05
201207-201212,전라남도,담양군,합계,6734,218803264,
201207-201212,전라남도,목포시,일반용,18111,239358528,50.55
201207-201212,전라남도,목포시,합계,15060,473478880,
201207-201212,전라남도,무안군,일반용,4617,57805773,23.2
201207-201212,전라남도,무안군,합계,9783,249191645,
201207-201212,전라남도,보성군,일반용,3339,31177897,25.52
201207-201212,전라남도,보성군,합계,8153,122185684,
201207-201212,전라남도,순천시,일반용,16843,240065524,27.88
201207-201212,전라남도,순천시,합계,21146,860993578,
201207-201212,전라남도,신안군,일반용,2845,23470816,21.99
201207-201212,전라남도,신안군,합계,7563,106751042,
201207-201212,전라남도,여수시,일반용,20105,278503175,4.64
201207-201212,전라남도,여수시,합계,23527,6008661051,
201207-201212,전라남도,영광군,일반용,4194,41773915,14.77
201207-201212,전라남도,영광군,합계,7557,282811700,
201207-201212,전라남도,영암군,일반용,3828,51064080,7.56
201207-201212,전라남도,영암군,합계,8062,675473314,
201207-201212,전라남도,완도군,일반용,4711,39686912,10.41
201207-201212,전라남도,완도군,합계,7220,381265683,
201207-201212,전라남도,장성군,일반용,2948,45644476,15.95
201207-201212,전라남도,장성군,합계,5738,286116448,
201207-201212,전라남도,장흥군,일반용,2965,29074038,22.68
201207-201212,전라남도,장흥군,합계,6053,128199458,
201207-201212,전라남도,진도군,일반용,2486,19047064,15.83
201207-201212,전라남도,진도군,합계,5710,120302324,
201207-201212,전라남도,함평군,일반용,2080,21995773,14.88
201207-201212,전라남도,함평군,합계,5723,147775681,
201207-201212,전라남도,해남군,일반용,5586,58044876,21.01
201207-201212,전라남도,해남군,합계,11658,276291933,
201207-201212,전라남도,화순군,일반용,3883,62728847,27.23
201207-201212,전라남도,화순군,합계,7345,230375904,
