년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201401-201406,충청남도,계룡시,일반용,1570,53776371,47.72
201401-201406,충청남도,계룡시,합계,1146,112691359,
201401-201406,충청남도,공주시,일반용,9106,113320646,22.03
201401-201406,충청남도,공주시,합계,13849,514394061,
201401-201406,충청남도,금산군,일반용,4993,51214743,10.58
201401-201406,충청남도,금산군,합계,8057,484009022,
201401-201406,충청남도,논산시,일반용,9687,113787718,17.67
201401-201406,충청남도,논산시,합계,15497,644107694,
201401-201406,충청남도,당진시,일반용,12452,148585814,2.39
201401-201406,충청남도,당진시,합계,18010,6210402965,
201401-201406,충청남도,보령시,일반용,9768,115867059,22.88
201401-201406,충청남도,보령시,합계,12454,506521747,
201401-201406,충청남도,부여군,일반용,4868,51771704,17.42
201401-201406,충청남도,부여군,합계,10968,297268498,
201401-201406,충청남도,서산시,일반용,11947,158052424,4.72
201401-201406,충청남도,서산시,합계,16690,3351747390,
201401-201406,충청남도,서천군,일반용,4699,51122686,7.82
201401-201406,충청남도,서천군,합계,8390,653436096,
201401-201406,충청남도,아산시,일반용,16783,292046106,5.0
201401-201406,충청남도,아산시,합계,20919,5844982513,
201401-201406,충청남도,연기군,일반용,1,7990,100.0
201401-201406,충청남도,연기군,합계,0,7990,
201401-201406,충청남도,예산군,일반용,6673,76338566,16.63
201401-201406,충청남도,예산군,합계,11574,459014828,
201401-201406,충청남도,천안시,일반용,35316,583565029,15.02
201401-201406,충청남도,천안시,합계,40775,3884831555,
201401-201406,충청남도,청양군,일반용,2630,23718054,16.66
201401-201406,충청남도,청양군,합계,6009,142370311,
201401-201406,충청남도,태안군,일반용,8259,86411260,32.8
201401-201406,충청남도,태안군,합계,9630,263459734,
201401-201406,충청남도,홍성군,일반용,7050,87390948,21.78
201401-201406,충청남도,홍성군,합계,11761,401319570,
