년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201507-201512,서울특별시,강남구,일반용,48952,1703435198,72.52
201507-201512,서울특별시,강남구,합계,33292,2348836308,
201507-201512,서울특별시,강동구,일반용,19659,359824889,47.71
201507-201512,서울특별시,강동구,합계,21264,754182067,
201507-201512,서울특별시,강북구,일반용,15822,206189054,46.04
201507-201512,서울특별시,강북구,합계,21924,447881635,
201507-201512,서울특별시,강서구,일반용,22564,480620525,47.49
201507-201512,서울특별시,강서구,합계,32298,1011996633,
201507-201512,서울특별시,관악구,일반용,24688,381660591,46.05
201507-201512,서울특별시,관악구,합계,40085,828762003,
201507-201512,서울특별시,광진구,일반용,20194,323960828,39.36
201507-201512,서울특별시,광진구,합계,26199,823003104,
201507-201512,서울특별시,구로구,일반용,17580,426259716,45.84
201507-201512,서울특별시,구로구,합계,20931,929912256,
201507-201512,서울특별시,금천구,일반용,12895,483621754,60.27
201507-201512,서울특별시,금천구,합계,15394,802469007,
201507-201512,서울특별시,노원구,일반용,14754,303759551,40.62
201507-201512,서울특별시,노원구,합계,17839,747718778,
201507-201512,서울특별시,도봉구,일반용,11904,173715483,39.13
201507-201512,서울특별시,도봉구,합계,15920,443918553,
201507-201512,서울특별시,동대문구,일반용,24180,332250529,46.42
201507-201512,서울특별시,동대문구,합계,24267,715702603,
201507-201512,서울특별시,동작구,일반용,16508,302503911,47.67
201507-201512,서울특별시,동작구,합계,25376,634556452,
201507-201512,서울특별시,마포구,일반용,27364,600915999,59.23
201507-201512,서울특별시,마포구,합계,24938,1014512418,
201507-201512,서울특별시,서대문구,일반용,16019,287125004,47.07
201507-201512,서울특별시,서대문구,합계,19588,610030795,
201507-201512,서울특별시,서초구,일반용,29799,1075865194,60.64
201507-201512,서울특별시,서초구,합계,20769,1774206502,
201507-201512,서울특별시,성동구,일반용,15333,332966832,35.23
201507-201512,서울특별시,성동구,합계,15766,945153433,
201507-201512,서울특별시,성북구,일반용,20967,271262149,37.86
201507-201512,서울특별시,성북구,합계,25060,716438274,
201507-201512,서울특별시,송파구,일반용,28162,720632509,55.17
201507-201512,서울특별시,송파구,합계,28757,1306305834,
201507-201512,서울특별시,양천구,일반용,16569,410843125,52.51
201507-201512,서울특별시,양천구,합계,20823,782464308,
201507-201512,서울특별시,영등포구,일반용,24076,862873084,65.11
201507-201512,서울특별시,영등포구,합계,22461,1325316082,
201507-201512,서울특별시,용산구,일반용,16304,396128801,57.12
201507-201512,서울특별시,용산구,합계,17462,693492146,
201507-201512,서울특별시,은평구,일반용,20219,239840113,36.56
201507-201512,서울특별시,은평구,합계,31785,656105809,
201507-201512,서울특별시,종로구,일반용,24979,630548160,71.72
201507-201512,서울특별시,종로구,합계,15213,879124078,
201507-201512,서울특별시,중구,일반용,24533,993529037,77.96
201507-201512,서울특별시,중구,합계,12725,1274337190,
201507-201512,서울특별시,중랑구,일반용,19165,231071537,42.5
201507-201512,서울특별시,중랑구,합계,26679,543756778,
