년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201907-201912,충청북도,괴산군,일반용,3562,50560348,19.89
201907-201912,충청북도,괴산군,합계,7924,254162561,
201907-201912,충청북도,단양군,일반용,3573,38537958,4.21
201907-201912,충청북도,단양군,합계,5846,914548551,
201907-201912,충청북도,보은군,일반용,3063,36113836,19.82
201907-201912,충청북도,보은군,합계,7155,182252323,
201907-201912,충청북도,영동군,일반용,4043,40750253,19.38
201907-201912,충청북도,영동군,합계,10064,210303781,
201907-201912,충청북도,옥천군,일반용,4209,47858349,15.95
201907-201912,충청북도,옥천군,합계,8882,300092752,
201907-201912,충청북도,음성군,일반용,9451,127682960,8.61
201907-201912,충청북도,음성군,합계,14123,1483764788,
201907-201912,충청북도,제천시,일반용,12379,131462191,17.79
201907-201912,충청북도,제천시,합계,16118,739113646,
201907-201912,충청북도,증평군,일반용,3096,36277018,12.45
201907-201912,충청북도,증평군,합계,4181,291325305,
201907-201912,충청북도,진천군,일반용,7069,112881354,8.42
201907-201912,충청북도,진천군,합계,10150,1340178067,
201907-201912,충청북도,청주시,일반용,54890,886585266,13.88
201907-201912,충청북도,청주시,합계,70615,6387955468,
201907-201912,충청북도,충주시,일반용,17484,247952357,20.14
201907-201912,충청북도,충주시,합계,26693,1231299374,
