년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201601-201606,전라북도,고창군,일반용,4404,50081403,17.55
201601-201606,전라북도,고창군,합계,9562,285296938,
201601-201606,전라북도,군산시,일반용,19970,294484528,6.91
201601-201606,전라북도,군산시,합계,22400,4262921213,
201601-201606,전라북도,김제시,일반용,6290,75477053,15.86
201601-201606,전라북도,김제시,합계,12193,475836172,
201601-201606,전라북도,남원시,일반용,7187,78216138,26.94
201601-201606,전라북도,남원시,합계,12368,290387048,
201601-201606,전라북도,무주군,일반용,2584,44637611,40.94
201601-201606,전라북도,무주군,합계,4337,109044061,
201601-201606,전라북도,부안군,일반용,5404,64779677,26.85
201601-201606,전라북도,부안군,합계,8547,241253671,
201601-201606,전라북도,순창군,일반용,2203,20721323,16.38
201601-201606,전라북도,순창군,합계,5626,126501037,
201601-201606,전라북도,완주군,일반용,6750,98905029,12.05
201601-201606,전라북도,완주군,합계,10561,820939159,
201601-201606,전라북도,익산시,일반용,20352,246166602,15.23
201601-201606,전라북도,익산시,합계,27404,1615818708,
201601-201606,전라북도,임실군,일반용,2298,27434844,18.72
201601-201606,전라북도,임실군,합계,5235,146584648,
201601-201606,전라북도,장수군,일반용,1615,18071456,15.31
201601-201606,전라북도,장수군,합계,4125,118024944,
201601-201606,전라북도,전주시,일반용,44155,617187109,28.49
201601-201606,전라북도,전주시,합계,43701,2166054510,
201601-201606,전라북도,정읍시,일반용,8918,89945328,12.65
201601-201606,전라북도,정읍시,합계,15655,710800773,
201601-201606,전라북도,진안군,일반용,2002,21852293,22.08
201601-201606,전라북도,진안군,합계,4662,98953019,
