년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202201-202206,대구광역시,남구,일반용,12136,160020407,53.25
202201-202206,대구광역시,남구,합계,16296,300486065,
202201-202206,대구광역시,달서구,일반용,29148,443697551,22.89
202201-202206,대구광역시,달서구,합계,28685,1938303187,
202201-202206,대구광역시,달성군,일반용,14481,233083315,11.46
202201-202206,대구광역시,달성군,합계,13779,2033553701,
202201-202206,대구광역시,동구,일반용,22419,393211584,51.0
202201-202206,대구광역시,동구,합계,24728,770957234,
202201-202206,대구광역시,북구,일반용,26706,400539965,34.49
202201-202206,대구광역시,북구,합계,24931,1161244230,
202201-202206,대구광역시,서구,일반용,13540,152277301,32.89
202201-202206,대구광역시,서구,합계,16895,462982030,
202201-202206,대구광역시,수성구,일반용,25175,371966396,44.07
202201-202206,대구광역시,수성구,합계,21002,844067005,
202201-202206,대구광역시,중구,일반용,14480,244548133,71.71
202201-202206,대구광역시,중구,합계,8274,341042837,
