년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201907-201912,전라북도,고창군,일반용,4743,53727817,17.61
201907-201912,전라북도,고창군,합계,10441,305142761,
201907-201912,전라북도,군산시,일반용,20376,305621690,8.13
201907-201912,전라북도,군산시,합계,23336,3759492494,
201907-201912,전라북도,김제시,일반용,6501,82195956,16.22
201907-201912,전라북도,김제시,합계,13108,506740284,
201907-201912,전라북도,남원시,일반용,7523,80391702,26.12
201907-201912,전라북도,남원시,합계,13342,307749476,
201907-201912,전라북도,무주군,일반용,2766,40940103,40.24
201907-201912,전라북도,무주군,합계,4809,101729538,
201907-201912,전라북도,부안군,일반용,5686,66821270,27.4
201907-201912,전라북도,부안군,합계,9116,243886367,
201907-201912,전라북도,순창군,일반용,2312,22180542,16.4
201907-201912,전라북도,순창군,합계,6042,135215101,
201907-201912,전라북도,완주군,일반용,7515,120522636,14.19
201907-201912,전라북도,완주군,합계,11641,849319710,
201907-201912,전라북도,익산시,일반용,20627,256600243,17.04
201907-201912,전라북도,익산시,합계,28531,1506245579,
201907-201912,전라북도,임실군,일반용,2285,27656512,18.78
201907-201912,전라북도,임실군,합계,5714,147296519,
201907-201912,전라북도,장수군,일반용,1763,18486884,19.19
201907-201912,전라북도,장수군,합계,4588,96337241,
201907-201912,전라북도,전주시,일반용,47132,669254793,30.55
201907-201912,전라북도,전주시,합계,46510,2190997523,
201907-201912,전라북도,정읍시,일반용,9242,97627336,12.78
201907-201912,전라북도,정읍시,합계,16692,763651099,
201907-201912,전라북도,진안군,일반용,2203,21573644,21.91
201907-201912,전라북도,진안군,합계,5242,98456891,
