년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201901-201906,경상남도,거제시,일반용,17560,227428129,22.16
201901-201906,경상남도,거제시,합계,20859,1026305438,
201901-201906,경상남도,거창군,일반용,5092,54070778,23.64
201901-201906,경상남도,거창군,합계,9853,228694151,
201901-201906,경상남도,고성군,일반용,4563,56930092,17.5
201901-201906,경상남도,고성군,합계,9227,325353641,
201901-201906,경상남도,김해시,일반용,30337,489813361,18.36
201901-201906,경상남도,김해시,합계,34414,2667271170,
201901-201906,경상남도,남해군,일반용,4854,50714460,37.93
201901-201906,경상남도,남해군,합계,8525,133700085,
201901-201906,경상남도,밀양시,일반용,9299,107417142,16.2
201901-201906,경상남도,밀양시,합계,17389,662905384,
201901-201906,경상남도,사천시,일반용,9638,122500969,17.71
201901-201906,경상남도,사천시,합계,13260,691789991,
201901-201906,경상남도,산청군,일반용,3561,36128465,20.38
201901-201906,경상남도,산청군,합계,7797,177233873,
201901-201906,경상남도,양산시,일반용,18832,310390430,16.77
201901-201906,경상남도,양산시,합계,20535,1850506807,
201901-201906,경상남도,의령군,일반용,2402,24253371,12.02
201901-201906,경상남도,의령군,합계,6051,201766912,
201901-201906,경상남도,진주시,일반용,25426,345975263,24.49
201901-201906,경상남도,진주시,합계,33224,1412464117,
201901-201906,경상남도,창녕군,일반용,5458,70014423,13.12
201901-201906,경상남도,창녕군,합계,10727,533614081,
201901-201906,경상남도,창원시,일반용,56608,992346466,19.06
201901-201906,경상남도,창원시,합계,76005,5206979945,
201901-201906,경상남도,통영시,일반용,11347,154195863,34.53
201901-201906,경상남도,통영시,합계,13848,446604771,
201901-201906,경상남도,하동군,일반용,4260,41819088,22.67
201901-201906,경상남도,하동군,합계,9372,184455476,
201901-201906,경상남도,함안군,일반용,5312,63453423,4.61
201901-201906,경상남도,함안군,합계,9281,1377635204,
201901-201906,경상남도,함양군,일반용,3609,32856976,23.87
201901-201906,경상남도,함양군,합계,7251,137673495,
201901-201906,경상남도,합천군,일반용,3931,42446018,20.92
201901-201906,경상남도,합천군,합계,9139,202904459,
