년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201601-201606,경기도,가평군,일반용,9635,152911965,43.52
201601-201606,경기도,가평군,합계,10171,351376649,
201601-201606,경기도,고양시,일반용,39596,989976771,42.98
201601-201606,경기도,고양시,합계,36930,2303225788,
201601-201606,경기도,과천시,일반용,2286,118289355,59.75
201601-201606,경기도,과천시,합계,2439,197970193,
201601-201606,경기도,광명시,일반용,11139,232739368,38.89
201601-201606,경기도,광명시,합계,13379,598525106,
201601-201606,경기도,광주시,일반용,24094,298363422,24.4
201601-201606,경기도,광주시,합계,26665,1223046717,
201601-201606,경기도,구리시,일반용,10047,178962782,48.2
201601-201606,경기도,구리시,합계,8398,371291092,
201601-201606,경기도,군포시,일반용,8740,201370314,27.61
201601-201606,경기도,군포시,합계,10006,729376108,
201601-201606,경기도,김포시,일반용,19072,348233881,20.35
201601-201606,경기도,김포시,합계,17297,1711253988,
201601-201606,경기도,남양주시,일반용,33456,452070448,30.27
201601-201606,경기도,남양주시,합계,28548,1493268895,
201601-201606,경기도,동두천시,일반용,6070,115273638,34.52
201601-201606,경기도,동두천시,합계,6549,333910256,
201601-201606,경기도,부천시,일반용,34991,633613499,30.84
201601-201606,경기도,부천시,합계,45383,2054359158,
201601-201606,경기도,성남시,일반용,33898,1211126283,50.47
201601-201606,경기도,성남시,합계,46038,2399584442,
201601-201606,경기도,수원시,일반용,51558,1343198144,51.04
201601-201606,경기도,수원시,합계,58969,2631843432,
201601-201606,경기도,시흥시,일반용,22222,353472857,16.87
201601-201606,경기도,시흥시,합계,24716,2094908920,
201601-201606,경기도,안산시,일반용,28793,570689238,13.88
201601-201606,경기도,안산시,합계,48171,4112197005,
201601-201606,경기도,안성시,일반용,14051,226829500,16.16
201601-201606,경기도,안성시,합계,19894,1404003335,
201601-201606,경기도,안양시,일반용,24496,576928687,45.92
201601-201606,경기도,안양시,합계,23954,1256358892,
201601-201606,경기도,양주시,일반용,13217,215795344,19.83
201601-201606,경기도,양주시,합계,13220,1088336370,
201601-201606,경기도,양평군,일반용,11822,137104457,26.65
201601-201606,경기도,양평군,합계,17309,514384899,
201601-201606,경기도,여주시,일반용,9215,153629785,21.48
201601-201606,경기도,여주시,합계,13598,715103612,
201601-201606,경기도,연천군,일반용,4978,70909949,24.62
201601-201606,경기도,연천군,합계,7105,288006831,
201601-201606,경기도,오산시,일반용,10154,173467696,27.74
201601-201606,경기도,오산시,합계,10388,625323337,
201601-201606,경기도,용인시,일반용,36748,1078034482,23.54
201601-201606,경기도,용인시,합계,36919,4579894814,
201601-201606,경기도,의왕시,일반용,5669,150623733,42.44
201601-201606,경기도,의왕시,합계,5885,354868638,
201601-201606,경기도,의정부시,일반용,20845,355262353,44.17
201601-201606,경기도,의정부시,합계,18741,804240769,
201601-201606,경기도,이천시,일반용,15118,303661584,12.17
201601-201606,경기도,이천시,합계,19661,2495584932,
201601-201606,경기도,파주시,일반용,25141,450008131,10.96
201601-201606,경기도,파주시,합계,24769,4107681720,
201601-201606,경기도,평택시,일반용,33665,602325391,16.43
201601-201606,경기도,평택시,합계,35067,3665722195,
201601-201606,경기도,포천시,일반용,17411,243137881,17.73
201601-201606,경기도,포천시,합계,18217,1371214849,
201601-201606,경기도,하남시,일반용,12656,182029888,31.56
201601-201606,경기도,하남시,합계,7928,576816979,
201601-201606,경기도,화성시,일반용,36424,854106915,10.6
201601-201606,경기도,화성시,합계,36387,8060047022,
