년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201801-201806,경기도,가평군,일반용,10049,170128693,46.05
201801-201806,경기도,가평군,합계,10781,369477512,
201801-201806,경기도,고양시,일반용,40683,1024117329,43.26
201801-201806,경기도,고양시,합계,39108,2367315863,
201801-201806,경기도,과천시,일반용,2353,119049944,61.96
201801-201806,경기도,과천시,합계,2554,192135389,
201801-201806,경기도,광명시,일반용,11242,217408325,37.74
201801-201806,경기도,광명시,합계,13224,576027864,
201801-201806,경기도,광주시,일반용,25584,369231613,26.79
201801-201806,경기도,광주시,합계,30097,1378163523,
201801-201806,경기도,구리시,일반용,10449,194105204,48.25
201801-201806,경기도,구리시,합계,8901,402295660,
201801-201806,경기도,군포시,일반용,9024,221142565,29.1
201801-201806,경기도,군포시,합계,10354,759910346,
201801-201806,경기도,김포시,일반용,21291,418304515,21.33
201801-201806,경기도,김포시,합계,19824,1961264290,
201801-201806,경기도,남양주시,일반용,35859,553509851,33.72
201801-201806,경기도,남양주시,합계,30967,1641281591,
201801-201806,경기도,동두천시,일반용,6159,120306686,34.14
201801-201806,경기도,동두천시,합계,6851,352346884,
201801-201806,경기도,부천시,일반용,36117,666566364,31.32
201801-201806,경기도,부천시,합계,47259,2127915466,
201801-201806,경기도,성남시,일반용,33662,1315264583,51.91
201801-201806,경기도,성남시,합계,44573,2533929988,
201801-201806,경기도,수원시,일반용,53246,1421931897,51.23
201801-201806,경기도,수원시,합계,61157,2775592226,
201801-201806,경기도,시흥시,일반용,23371,410023857,18.25
201801-201806,경기도,시흥시,합계,25837,2247197861,
201801-201806,경기도,안산시,일반용,28999,617686367,14.62
201801-201806,경기도,안산시,합계,48580,4224800367,
201801-201806,경기도,안성시,일반용,14829,255425610,16.43
201801-201806,경기도,안성시,합계,21010,1555010633,
201801-201806,경기도,안양시,일반용,24039,605175601,46.44
201801-201806,경기도,안양시,합계,23153,1303227178,
201801-201806,경기도,양주시,일반용,13798,233460513,20.66
201801-201806,경기도,양주시,합계,14041,1130015748,
201801-201806,경기도,양평군,일반용,12448,158149645,28.57
201801-201806,경기도,양평군,합계,18879,553510658,
201801-201806,경기도,여주시,일반용,9793,171519838,22.48
201801-201806,경기도,여주시,합계,14950,763113180,
201801-201806,경기도,연천군,일반용,4970,76532606,25.22
201801-201806,경기도,연천군,합계,7443,303476091,
201801-201806,경기도,오산시,일반용,11036,194382078,30.23
201801-201806,경기도,오산시,합계,11524,643078509,
201801-201806,경기도,용인시,일반용,39404,1196293858,24.48
201801-201806,경기도,용인시,합계,39964,4887416956,
201801-201806,경기도,의왕시,일반용,5823,168385225,44.85
201801-201806,경기도,의왕시,합계,6008,375453031,
201801-201806,경기도,의정부시,일반용,21557,383774611,44.87
201801-201806,경기도,의정부시,합계,19507,855217381,
201801-201806,경기도,이천시,일반용,16375,350820202,10.4
201801-201806,경기도,이천시,합계,21439,3373977492,
201801-201806,경기도,파주시,일반용,26807,564568644,12.1
201801-201806,경기도,파주시,합계,27041,4665738748,
201801-201806,경기도,평택시,일반용,36769,740267663,14.62
201801-201806,경기도,평택시,합계,38761,5063361502,
201801-201806,경기도,포천시,일반용,17698,263481709,17.86
201801-201806,경기도,포천시,합계,19363,1475082171,
201801-201806,경기도,하남시,일반용,13709,256217319,35.44
201801-201806,경기도,하남시,합계,8805,722934344,
201801-201806,경기도,화성시,일반용,41409,1081424228,11.59
201801-201806,경기도,화성시,합계,41456,9333926832,
