년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202107-202112,울산광역시,남구,일반용,25168,384775419,4.63
202107-202112,울산광역시,남구,합계,22493,8315426461,
202107-202112,울산광역시,동구,일반용,7725,119193113,15.63
202107-202112,울산광역시,동구,합계,10049,762658631,
202107-202112,울산광역시,북구,일반용,10492,171709350,13.79
202107-202112,울산광역시,북구,합계,9606,1245081872,
202107-202112,울산광역시,울주군,일반용,16697,235618678,3.67
202107-202112,울산광역시,울주군,합계,21096,6413536301,
202107-202112,울산광역시,중구,일반용,13573,168194580,45.66
202107-202112,울산광역시,중구,합계,15396,368372885,
