년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201501-201506,경기도,가평군,일반용,9300,144334572,42.34
201501-201506,경기도,가평군,합계,9883,340905836,
201501-201506,경기도,고양시,일반용,38921,961207996,42.46
201501-201506,경기도,고양시,합계,36009,2263697032,
201501-201506,경기도,과천시,일반용,2209,114044883,58.69
201501-201506,경기도,과천시,합계,2390,194314658,
201501-201506,경기도,광명시,일반용,11058,213729665,36.61
201501-201506,경기도,광명시,합계,13342,583861446,
201501-201506,경기도,광주시,일반용,23026,289677885,24.36
201501-201506,경기도,광주시,합계,24825,1189318048,
201501-201506,경기도,구리시,일반용,9872,177918884,48.26
201501-201506,경기도,구리시,합계,8287,368679964,
201501-201506,경기도,군포시,일반용,8642,195502338,26.9
201501-201506,경기도,군포시,합계,9845,726719796,
201501-201506,경기도,김포시,일반용,18004,300297836,18.5
201501-201506,경기도,김포시,합계,16366,1622899097,
201501-201506,경기도,남양주시,일반용,31660,429265413,29.87
201501-201506,경기도,남양주시,합계,27530,1436961946,
201501-201506,경기도,동두천시,일반용,5963,114514108,33.52
201501-201506,경기도,동두천시,합계,6366,341643407,
201501-201506,경기도,부천시,일반용,34550,628070154,30.45
201501-201506,경기도,부천시,합계,44564,2062325267,
201501-201506,경기도,성남시,일반용,33199,1152384976,49.42
201501-201506,경기도,성남시,합계,45621,2332020849,
201501-201506,경기도,수원시,일반용,50104,1300944203,50.58
201501-201506,경기도,수원시,합계,57412,2572219462,
201501-201506,경기도,시흥시,일반용,21763,344417719,16.61
201501-201506,경기도,시흥시,합계,24083,2073880561,
201501-201506,경기도,안산시,일반용,28630,562823491,13.66
201501-201506,경기도,안산시,합계,47587,4120047652,
201501-201506,경기도,안성시,일반용,13665,220111857,16.09
201501-201506,경기도,안성시,합계,19404,1368142310,
201501-201506,경기도,안양시,일반용,24281,556970863,44.92
201501-201506,경기도,안양시,합계,23757,1239804109,
201501-201506,경기도,양주시,일반용,12928,204736169,19.2
201501-201506,경기도,양주시,합계,12952,1066340886,
201501-201506,경기도,양평군,일반용,11264,130231506,25.59
201501-201506,경기도,양평군,합계,16511,508823907,
201501-201506,경기도,여주시,일반용,8997,149461038,21.54
201501-201506,경기도,여주시,합계,13168,694022056,
201501-201506,경기도,연천군,일반용,4904,69151515,25.1
201501-201506,경기도,연천군,합계,6933,275471808,
201501-201506,경기도,오산시,일반용,9797,166789823,27.35
201501-201506,경기도,오산시,합계,9789,609918767,
201501-201506,경기도,용인시,일반용,35682,1034409694,23.35
201501-201506,경기도,용인시,합계,35416,4429470849,
201501-201506,경기도,의왕시,일반용,5522,134484195,39.45
201501-201506,경기도,의왕시,합계,5756,340926445,
201501-201506,경기도,의정부시,일반용,20238,341309852,43.25
201501-201506,경기도,의정부시,합계,18230,789193987,
201501-201506,경기도,이천시,일반용,14658,286969484,12.77
201501-201506,경기도,이천시,합계,18871,2247190320,
201501-201506,경기도,파주시,일반용,24334,426723577,10.78
201501-201506,경기도,파주시,합계,23926,3959728600,
201501-201506,경기도,평택시,일반용,31956,565879394,15.56
201501-201506,경기도,평택시,합계,33525,3635920820,
201501-201506,경기도,포천시,일반용,17176,235381261,17.62
201501-201506,경기도,포천시,합계,17747,1335941660,
201501-201506,경기도,하남시,일반용,12209,176740276,31.69
201501-201506,경기도,하남시,합계,7692,557750028,
201501-201506,경기도,화성시,일반용,34143,781070123,10.19
201501-201506,경기도,화성시,합계,34100,7668590218,
