년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201701-201706,부산광역시,강서구,일반용,9012,162963811,8.73
201701-201706,부산광역시,강서구,합계,8161,1867413755,
201701-201706,부산광역시,금정구,일반용,15387,192573082,35.18
201701-201706,부산광역시,금정구,합계,18186,547468347,
201701-201706,부산광역시,기장군,일반용,7636,133574253,24.43
201701-201706,부산광역시,기장군,합계,8613,546678517,
201701-201706,부산광역시,남구,일반용,11821,190081069,26.91
201701-201706,부산광역시,남구,합계,17086,706282486,
201701-201706,부산광역시,동구,일반용,7474,142675935,55.58
201701-201706,부산광역시,동구,합계,8905,256698117,
201701-201706,부산광역시,동래구,일반용,15678,208660007,45.39
201701-201706,부산광역시,동래구,합계,15738,459659306,
201701-201706,부산광역시,부산진구,일반용,23030,395704575,47.2
201701-201706,부산광역시,부산진구,합계,23963,838288583,
201701-201706,부산광역시,북구,일반용,10665,166023098,37.93
201701-201706,부산광역시,북구,합계,12921,437731687,
201701-201706,부산광역시,사상구,일반용,13301,202667291,22.44
201701-201706,부산광역시,사상구,합계,13642,903225449,
201701-201706,부산광역시,사하구,일반용,14372,198353076,13.72
201701-201706,부산광역시,사하구,합계,19197,1445508404,
201701-201706,부산광역시,서구,일반용,6535,108584981,39.15
201701-201706,부산광역시,서구,합계,10228,277357718,
201701-201706,부산광역시,수영구,일반용,10498,140727166,49.64
201701-201706,부산광역시,수영구,합계,12125,283513568,
201701-201706,부산광역시,연제구,일반용,11119,186661417,49.5
201701-201706,부산광역시,연제구,합계,11839,377092638,
201701-201706,부산광역시,영도구,일반용,6044,69733182,30.73
201701-201706,부산광역시,영도구,합계,9745,226914901,
201701-201706,부산광역시,중구,일반용,8999,155847723,78.05
201701-201706,부산광역시,중구,합계,6226,199674125,
201701-201706,부산광역시,해운대구,일반용,13906,421643314,47.11
201701-201706,부산광역시,해운대구,합계,15467,894977599,
