년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201601-201606,충청북도,괴산군,일반용,3382,40690647,16.0
201601-201606,충청북도,괴산군,합계,7114,254388381,
201601-201606,충청북도,단양군,일반용,3378,42574066,4.34
201601-201606,충청북도,단양군,합계,5263,981348172,
201601-201606,충청북도,보은군,일반용,2879,32771187,19.7
201601-201606,충청북도,보은군,합계,6512,166359190,
201601-201606,충청북도,영동군,일반용,3933,39788453,18.62
201601-201606,충청북도,영동군,합계,9052,213657370,
201601-201606,충청북도,옥천군,일반용,3931,46574565,14.78
201601-201606,충청북도,옥천군,합계,8017,315210141,
201601-201606,충청북도,음성군,일반용,8478,112853365,8.1
201601-201606,충청북도,음성군,합계,12437,1394016475,
201601-201606,충청북도,제천시,일반용,11580,138299288,17.87
201601-201606,충청북도,제천시,합계,14930,773833801,
201601-201606,충청북도,증평군,일반용,2749,32604855,12.87
201601-201606,충청북도,증평군,합계,3687,253325609,
201601-201606,충청북도,진천군,일반용,5895,88431262,8.19
201601-201606,충청북도,진천군,합계,8385,1079417345,
201601-201606,충청북도,청주시,일반용,51111,788348699,14.45
201601-201606,충청북도,청주시,합계,66794,5454124149,
201601-201606,충청북도,충주시,일반용,16162,223323304,19.82
201601-201606,충청북도,충주시,합계,24839,1126481629,
