년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201601-201606,부산광역시,강서구,일반용,8315,146640475,8.41
201601-201606,부산광역시,강서구,합계,7779,1742712338,
201601-201606,부산광역시,금정구,일반용,15213,193129614,35.4
201601-201606,부산광역시,금정구,합계,17922,545536239,
201601-201606,부산광역시,기장군,일반용,7451,154318698,28.82
201601-201606,부산광역시,기장군,합계,8296,535419051,
201601-201606,부산광역시,남구,일반용,11786,186998582,26.97
201601-201606,부산광역시,남구,합계,17050,693327724,
201601-201606,부산광역시,동구,일반용,7568,145413265,55.76
201601-201606,부산광역시,동구,합계,8926,260806574,
201601-201606,부산광역시,동래구,일반용,15638,208486551,45.26
201601-201606,부산광역시,동래구,합계,15860,460662256,
201601-201606,부산광역시,부산진구,일반용,22992,399212282,48.28
201601-201606,부산광역시,부산진구,합계,23988,826792164,
201601-201606,부산광역시,북구,일반용,10591,170386802,38.0
201601-201606,부산광역시,북구,합계,12783,448358142,
201601-201606,부산광역시,사상구,일반용,13328,204013930,22.1
201601-201606,부산광역시,사상구,합계,13491,923045256,
201601-201606,부산광역시,사하구,일반용,14250,200067413,14.32
201601-201606,부산광역시,사하구,합계,18992,1396768767,
201601-201606,부산광역시,서구,일반용,6660,110178461,38.49
201601-201606,부산광역시,서구,합계,10339,286216697,
201601-201606,부산광역시,수영구,일반용,10348,139809689,48.94
201601-201606,부산광역시,수영구,합계,12000,285682846,
201601-201606,부산광역시,연제구,일반용,11008,186481527,48.9
201601-201606,부산광역시,연제구,합계,12036,381377072,
201601-201606,부산광역시,영도구,일반용,6002,69463594,28.71
201601-201606,부산광역시,영도구,합계,9811,241964917,
201601-201606,부산광역시,중구,일반용,9057,158469648,77.68
201601-201606,부산광역시,중구,합계,6203,204009233,
201601-201606,부산광역시,해운대구,일반용,13784,421249988,46.38
201601-201606,부산광역시,해운대구,합계,15428,908269512,
