년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202201-202206,경상남도,거제시,일반용,17895,229411135,23.71
202201-202206,경상남도,거제시,합계,21039,967498469,
202201-202206,경상남도,거창군,일반용,5297,65219713,26.6
202201-202206,경상남도,거창군,합계,10585,245178289,
202201-202206,경상남도,고성군,일반용,4763,54352568,12.52
202201-202206,경상남도,고성군,합계,9921,433979380,
202201-202206,경상남도,김해시,일반용,32222,518159061,18.75
202201-202206,경상남도,김해시,합계,35160,2763350330,
202201-202206,경상남도,남해군,일반용,5112,57342418,40.89
202201-202206,경상남도,남해군,합계,9126,140228479,
202201-202206,경상남도,밀양시,일반용,9973,118254492,16.47
202201-202206,경상남도,밀양시,합계,18724,718098223,
202201-202206,경상남도,사천시,일반용,9914,127742900,17.91
202201-202206,경상남도,사천시,합계,13925,713443792,
202201-202206,경상남도,산청군,일반용,3761,38571707,20.02
202201-202206,경상남도,산청군,합계,8620,192624227,
202201-202206,경상남도,양산시,일반용,20449,347149557,18.19
202201-202206,경상남도,양산시,합계,21424,1908407429,
202201-202206,경상남도,의령군,일반용,2492,28619434,13.53
202201-202206,경상남도,의령군,합계,6377,211498462,
202201-202206,경상남도,진주시,일반용,26380,362624292,24.69
202201-202206,경상남도,진주시,합계,34260,1468965889,
202201-202206,경상남도,창녕군,일반용,5588,70376913,12.81
202201-202206,경상남도,창녕군,합계,11424,549267533,
202201-202206,경상남도,창원시,일반용,57870,1041401233,19.42
202201-202206,경상남도,창원시,합계,76021,5361578576,
202201-202206,경상남도,통영시,일반용,11685,163153030,32.46
202201-202206,경상남도,통영시,합계,14189,502576935,
202201-202206,경상남도,하동군,일반용,4563,44897729,19.88
202201-202206,경상남도,하동군,합계,9878,225790947,
202201-202206,경상남도,함안군,일반용,5413,69654709,4.7
202201-202206,경상남도,함안군,합계,10083,1482202443,
202201-202206,경상남도,함양군,일반용,3857,38611444,25.65
202201-202206,경상남도,함양군,합계,7878,150552341,
202201-202206,경상남도,합천군,일반용,4120,54707412,24.32
202201-202206,경상남도,합천군,합계,9806,224929593,
