년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201701-201706,광주광역시,광산구,일반용,21162,347554625,19.97
201701-201706,광주광역시,광산구,합계,20365,1740069850,
201701-201706,광주광역시,남구,일반용,10834,142912837,40.86
201701-201706,광주광역시,남구,합계,13325,349760782,
201701-201706,광주광역시,동구,일반용,11804,183028307,61.25
201701-201706,광주광역시,동구,합계,10520,298797763,
201701-201706,광주광역시,북구,일반용,26783,349725185,31.72
201701-201706,광주광역시,북구,합계,28287,1102539797,
201701-201706,광주광역시,서구,일반용,18602,381508156,49.16
201701-201706,광주광역시,서구,합계,17394,776029332,
