년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201901-201906,충청남도,계룡시,일반용,1759,60153739,48.91
201901-201906,충청남도,계룡시,합계,1349,122997175,
201901-201906,충청남도,공주시,일반용,9837,134631231,23.19
201901-201906,충청남도,공주시,합계,15215,580469069,
201901-201906,충청남도,금산군,일반용,5250,55395978,10.86
201901-201906,충청남도,금산군,합계,9803,510243889,
201901-201906,충청남도,논산시,일반용,10410,128082003,17.91
201901-201906,충청남도,논산시,합계,17244,715064836,
201901-201906,충청남도,당진시,일반용,13866,171258874,2.84
201901-201906,충청남도,당진시,합계,20995,6035907769,
201901-201906,충청남도,보령시,일반용,10672,141013274,21.69
201901-201906,충청남도,보령시,합계,14599,650227931,
201901-201906,충청남도,부여군,일반용,5058,58312226,17.87
201901-201906,충청남도,부여군,합계,12544,326233900,
201901-201906,충청남도,서산시,일반용,14114,211179499,5.12
201901-201906,충청남도,서산시,합계,19911,4125468349,
201901-201906,충청남도,서천군,일반용,4982,65998319,11.26
201901-201906,충청남도,서천군,합계,9140,586217682,
201901-201906,충청남도,아산시,일반용,21514,302990773,4.22
201901-201906,충청남도,아산시,합계,26220,7172306920,
201901-201906,충청남도,예산군,일반용,7568,86493563,14.09
201901-201906,충청남도,예산군,합계,12875,613948002,
201901-201906,충청남도,천안시,일반용,40724,684987985,17.79
201901-201906,충청남도,천안시,합계,46187,3850052221,
201901-201906,충청남도,청양군,일반용,2876,27802576,16.55
201901-201906,충청남도,청양군,합계,6829,167943115,
201901-201906,충청남도,태안군,일반용,9076,101343196,25.91
201901-201906,충청남도,태안군,합계,11103,391205076,
201901-201906,충청남도,홍성군,일반용,7808,104553995,21.97
201901-201906,충청남도,홍성군,합계,13046,475896890,
