년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201501-201506,서울특별시,강남구,일반용,48695,1660889882,72.83
201501-201506,서울특별시,강남구,합계,33238,2280495811,
201501-201506,서울특별시,강동구,일반용,19702,348847724,47.01
201501-201506,서울특별시,강동구,합계,21425,742064260,
201501-201506,서울특별시,강북구,일반용,15747,202142599,45.18
201501-201506,서울특별시,강북구,합계,21758,447454127,
201501-201506,서울특별시,강서구,일반용,22411,466533765,47.16
201501-201506,서울특별시,강서구,합계,32068,989293807,
201501-201506,서울특별시,관악구,일반용,24762,365519453,44.74
201501-201506,서울특별시,관악구,합계,39812,817058126,
201501-201506,서울특별시,광진구,일반용,20119,311870757,40.04
201501-201506,서울특별시,광진구,합계,25968,778887287,
201501-201506,서울특별시,구로구,일반용,17539,431354148,45.97
201501-201506,서울특별시,구로구,합계,20757,938241434,
201501-201506,서울특별시,금천구,일반용,12938,463907111,59.16
201501-201506,서울특별시,금천구,합계,15248,784106764,
201501-201506,서울특별시,노원구,일반용,14723,298081539,39.98
201501-201506,서울특별시,노원구,합계,17746,745516764,
201501-201506,서울특별시,도봉구,일반용,11878,172166465,38.64
201501-201506,서울특별시,도봉구,합계,15807,445590958,
201501-201506,서울특별시,동대문구,일반용,24169,323484782,46.36
201501-201506,서울특별시,동대문구,합계,24323,697799204,
201501-201506,서울특별시,동작구,일반용,16497,285492752,46.36
201501-201506,서울특별시,동작구,합계,25341,615823530,
201501-201506,서울특별시,마포구,일반용,27119,572814137,59.23
201501-201506,서울특별시,마포구,합계,24983,967181927,
201501-201506,서울특별시,서대문구,일반용,15975,276703079,46.97
201501-201506,서울특별시,서대문구,합계,19615,589098712,
201501-201506,서울특별시,서초구,일반용,29718,1030843783,60.93
201501-201506,서울특별시,서초구,합계,20680,1691757178,
201501-201506,서울특별시,성동구,일반용,15401,320303987,34.26
201501-201506,서울특별시,성동구,합계,15732,934849861,
201501-201506,서울특별시,성북구,일반용,21045,268088967,37.31
201501-201506,서울특별시,성북구,합계,25167,718472309,
201501-201506,서울특별시,송파구,일반용,28213,701807317,55.73
201501-201506,서울특별시,송파구,합계,28699,1259273084,
201501-201506,서울특별시,양천구,일반용,16588,390915253,52.18
201501-201506,서울특별시,양천구,합계,20761,749221954,
201501-201506,서울특별시,영등포구,일반용,24023,822923615,65.07
201501-201506,서울특별시,영등포구,합계,22235,1264717306,
201501-201506,서울특별시,용산구,일반용,16114,374661506,56.7
201501-201506,서울특별시,용산구,합계,17452,660736486,
201501-201506,서울특별시,은평구,일반용,20145,235334786,36.51
201501-201506,서울특별시,은평구,합계,31744,644610956,
201501-201506,서울특별시,종로구,일반용,24802,605715884,71.18
201501-201506,서울특별시,종로구,합계,15134,850969628,
201501-201506,서울특별시,중구,일반용,24631,947515261,77.96
201501-201506,서울특별시,중구,합계,12702,1215413090,
201501-201506,서울특별시,중랑구,일반용,19140,228769332,42.16
201501-201506,서울특별시,중랑구,합계,26587,542596846,
