년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201907-201912,강원도,강릉시,일반용,20378,291878537,30.57
201907-201912,강원도,강릉시,합계,22869,954903155,
201907-201912,강원도,고성군,일반용,4025,70496097,47.21
201907-201912,강원도,고성군,합계,4944,149328338,
201907-201912,강원도,동해시,일반용,7249,107498841,10.11
201907-201912,강원도,동해시,합계,8279,1062932962,
201907-201912,강원도,삼척시,일반용,6747,83284423,10.92
201907-201912,강원도,삼척시,합계,9430,763018709,
201907-201912,강원도,속초시,일반용,8260,140963801,55.05
201907-201912,강원도,속초시,합계,6826,256042300,
201907-201912,강원도,양구군,일반용,2793,42604689,41.82
201907-201912,강원도,양구군,합계,4057,101866633,
201907-201912,강원도,양양군,일반용,4332,66590713,46.01
201907-201912,강원도,양양군,합계,5282,144730213,
201907-201912,강원도,영월군,일반용,4166,42658552,7.7
201907-201912,강원도,영월군,합계,6955,554253839,
201907-201912,강원도,원주시,일반용,25943,401705833,33.63
201907-201912,강원도,원주시,합계,27479,1194428316,
201907-201912,강원도,인제군,일반용,4682,72388759,46.31
201907-201912,강원도,인제군,합계,6054,156316252,
201907-201912,강원도,정선군,일반용,5067,106421843,33.76
201907-201912,강원도,정선군,합계,6705,315259234,
201907-201912,강원도,철원군,일반용,4875,75824689,32.85
201907-201912,강원도,철원군,합계,7401,230802952,
201907-201912,강원도,춘천시,일반용,21142,405997669,46.79
201907-201912,강원도,춘천시,합계,24648,867719802,
201907-201912,강원도,태백시,일반용,4139,45468139,30.95
201907-201912,강원도,태백시,합계,4666,146899149,
201907-201912,강원도,평창군,일반용,6506,117635276,40.57
201907-201912,강원도,평창군,합계,9091,289933739,
201907-201912,강원도,홍천군,일반용,8348,129366057,37.3
201907-201912,강원도,홍천군,합계,12610,346803943,
201907-201912,강원도,화천군,일반용,3387,56559723,48.35
201907-201912,강원도,화천군,합계,4415,116968734,
201907-201912,강원도,횡성군,일반용,5125,60539075,21.12
201907-201912,강원도,횡성군,합계,9535,286581756,
