년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201607-201612,전라남도,강진군,일반용,2987,29675411,19.78
201607-201612,전라남도,강진군,합계,6534,150059114,
201607-201612,전라남도,고흥군,일반용,5484,48161872,23.25
201607-201612,전라남도,고흥군,합계,13292,207129162,
201607-201612,전라남도,곡성군,일반용,2149,22121846,10.62
201607-201612,전라남도,곡성군,합계,5310,208292041,
201607-201612,전라남도,광양시,일반용,10794,124560729,4.17
201607-201612,전라남도,광양시,합계,12737,2985951841,
201607-201612,전라남도,구례군,일반용,2541,31179951,36.79
201607-201612,전라남도,구례군,합계,4981,84746621,
201607-201612,전라남도,나주시,일반용,6775,122431652,21.78
201607-201612,전라남도,나주시,합계,12574,562004429,
201607-201612,전라남도,담양군,일반용,3694,48426866,20.45
201607-201612,전라남도,담양군,합계,7429,236841638,
201607-201612,전라남도,목포시,일반용,18946,249035616,50.54
201607-201612,전라남도,목포시,합계,15927,492758813,
201607-201612,전라남도,무안군,일반용,5433,76003777,25.0
201607-201612,전라남도,무안군,합계,10595,304006427,
201607-201612,전라남도,보성군,일반용,3620,35847690,25.14
201607-201612,전라남도,보성군,합계,8500,142605291,
201607-201612,전라남도,순천시,일반용,19549,261147771,27.97
201607-201612,전라남도,순천시,합계,23149,933738252,
201607-201612,전라남도,신안군,일반용,3473,29227628,21.85
201607-201612,전라남도,신안군,합계,8247,133785168,
201607-201612,전라남도,여수시,일반용,22012,279122646,3.78
201607-201612,전라남도,여수시,합계,25312,7381071136,
201607-201612,전라남도,영광군,일반용,4609,49470649,12.77
201607-201612,전라남도,영광군,합계,7985,387385580,
201607-201612,전라남도,영암군,일반용,4270,55193802,7.96
201607-201612,전라남도,영암군,합계,9192,693517878,
201607-201612,전라남도,완도군,일반용,5297,47532753,9.97
201607-201612,전라남도,완도군,합계,7905,476540844,
201607-201612,전라남도,장성군,일반용,3261,45196552,14.94
201607-201612,전라남도,장성군,합계,6328,302495527,
201607-201612,전라남도,장흥군,일반용,3260,35522116,22.9
201607-201612,전라남도,장흥군,합계,6463,155114811,
201607-201612,전라남도,진도군,일반용,2793,24309281,16.95
201607-201612,전라남도,진도군,합계,6134,143411195,
201607-201612,전라남도,함평군,일반용,2310,25146612,14.53
201607-201612,전라남도,함평군,합계,6140,173089248,
201607-201612,전라남도,해남군,일반용,6010,64484912,20.61
201607-201612,전라남도,해남군,합계,13284,312819023,
201607-201612,전라남도,화순군,일반용,4283,70354405,29.45
201607-201612,전라남도,화순군,합계,8034,238879991,
