년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201507-201512,경기도,가평군,일반용,9541,134233424,47.13
201507-201512,경기도,가평군,합계,10075,284804702,
201507-201512,경기도,고양시,일반용,39260,961494177,44.51
201507-201512,경기도,고양시,합계,36477,2160399485,
201507-201512,경기도,과천시,일반용,2250,116779313,58.61
201507-201512,경기도,과천시,합계,2413,199233065,
201507-201512,경기도,광명시,일반용,11091,224516908,38.09
201507-201512,경기도,광명시,합계,13396,589417254,
201507-201512,경기도,광주시,일반용,23556,272086719,25.03
201507-201512,경기도,광주시,합계,25851,1087063554,
201507-201512,경기도,구리시,일반용,9920,179356631,48.62
201507-201512,경기도,구리시,합계,8340,368871061,
201507-201512,경기도,군포시,일반용,8651,195968080,27.52
201507-201512,경기도,군포시,합계,9934,712085163,
201507-201512,경기도,김포시,일반용,18539,305877691,20.14
201507-201512,경기도,김포시,합계,16796,1518514378,
201507-201512,경기도,남양주시,일반용,32545,409282902,30.42
201507-201512,경기도,남양주시,합계,28090,1345403763,
201507-201512,경기도,동두천시,일반용,6004,112638676,35.18
201507-201512,경기도,동두천시,합계,6461,320138460,
201507-201512,경기도,부천시,일반용,34612,636225377,31.02
201507-201512,경기도,부천시,합계,44964,2051249704,
201507-201512,경기도,성남시,일반용,33486,1223162324,50.59
201507-201512,경기도,성남시,합계,45845,2418016676,
201507-201512,경기도,수원시,일반용,50730,1342345053,51.02
201507-201512,경기도,수원시,합계,58144,2630997989,
201507-201512,경기도,시흥시,일반용,21948,334292442,16.81
201507-201512,경기도,시흥시,합계,24418,1988154920,
201507-201512,경기도,안산시,일반용,28710,559805174,13.57
201507-201512,경기도,안산시,합계,47805,4126221131,
201507-201512,경기도,안성시,일반용,13864,209312962,16.44
201507-201512,경기도,안성시,합계,19700,1273519054,
201507-201512,경기도,안양시,일반용,24280,575564916,46.13
201507-201512,경기도,안양시,합계,23877,1247589636,
201507-201512,경기도,양주시,일반용,13124,196112869,20.13
201507-201512,경기도,양주시,합계,13100,974435660,
201507-201512,경기도,양평군,일반용,11615,119888101,30.45
201507-201512,경기도,양평군,합계,16975,393733100,
201507-201512,경기도,여주시,일반용,9098,148707523,23.4
201507-201512,경기도,여주시,합계,13401,635541369,
201507-201512,경기도,연천군,일반용,4918,63756740,26.15
201507-201512,경기도,연천군,합계,7048,243843027,
201507-201512,경기도,오산시,일반용,9989,167053117,27.16
201507-201512,경기도,오산시,합계,10066,615170301,
201507-201512,경기도,용인시,일반용,36249,1030797782,23.15
201507-201512,경기도,용인시,합계,36146,4452397129,
201507-201512,경기도,의왕시,일반용,5582,139220631,42.05
201507-201512,경기도,의왕시,합계,5822,331094758,
201507-201512,경기도,의정부시,일반용,20524,344526689,44.48
201507-201512,경기도,의정부시,합계,18484,774614121,
201507-201512,경기도,이천시,일반용,14790,282051201,12.2
201507-201512,경기도,이천시,합계,19197,2311639488,
201507-201512,경기도,파주시,일반용,24693,416301278,10.5
201507-201512,경기도,파주시,합계,24375,3966654178,
201507-201512,경기도,평택시,일반용,32806,575811463,16.3
201507-201512,경기도,평택시,합계,34273,3532694556,
201507-201512,경기도,포천시,일반용,17329,219039888,18.54
201507-201512,경기도,포천시,합계,18003,1181172968,
201507-201512,경기도,하남시,일반용,12376,170455974,31.05
201507-201512,경기도,하남시,합계,7780,549044585,
201507-201512,경기도,화성시,일반용,35331,797325340,10.21
201507-201512,경기도,화성시,합계,35320,7807555109,
