년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202007-202012,경상남도,거제시,일반용,17503,229017912,21.76
202007-202012,경상남도,거제시,합계,21014,1052572149,
202007-202012,경상남도,거창군,일반용,5166,55774619,24.53
202007-202012,경상남도,거창군,합계,10198,227330996,
202007-202012,경상남도,고성군,일반용,4582,54764062,13.4
202007-202012,경상남도,고성군,합계,9572,408672031,
202007-202012,경상남도,김해시,일반용,31168,498945640,19.08
202007-202012,경상남도,김해시,합계,34827,2614578247,
202007-202012,경상남도,남해군,일반용,4983,52208680,38.22
202007-202012,경상남도,남해군,합계,8798,136584211,
202007-202012,경상남도,밀양시,일반용,9595,105362989,18.42
202007-202012,경상남도,밀양시,합계,17746,572013411,
202007-202012,경상남도,사천시,일반용,9723,122579520,18.31
202007-202012,경상남도,사천시,합계,13594,669306967,
202007-202012,경상남도,산청군,일반용,3683,34108686,20.71
202007-202012,경상남도,산청군,합계,8242,164662230,
202007-202012,경상남도,양산시,일반용,19255,327299149,17.41
202007-202012,경상남도,양산시,합계,20936,1879651691,
202007-202012,경상남도,의령군,일반용,2404,27315499,14.08
202007-202012,경상남도,의령군,합계,6219,194014982,
202007-202012,경상남도,진주시,일반용,25654,351679486,28.1
202007-202012,경상남도,진주시,합계,33723,1251519444,
202007-202012,경상남도,창녕군,일반용,5506,66896101,13.9
202007-202012,경상남도,창녕군,합계,11021,481119346,
202007-202012,경상남도,창원시,일반용,56747,1018074362,20.01
202007-202012,경상남도,창원시,합계,76171,5088737514,
202007-202012,경상남도,통영시,일반용,11392,155893875,33.6
202007-202012,경상남도,통영시,합계,14041,464008820,
202007-202012,경상남도,하동군,일반용,4432,40303561,19.24
202007-202012,경상남도,하동군,합계,9628,209525905,
202007-202012,경상남도,함안군,일반용,5261,64695879,4.9
202007-202012,경상남도,함안군,합계,9557,1319857295,
202007-202012,경상남도,함양군,일반용,3688,32401916,23.25
202007-202012,경상남도,함양군,합계,7599,139371995,
202007-202012,경상남도,합천군,일반용,4057,45670007,23.43
202007-202012,경상남도,합천군,합계,9484,194880930,
