년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202001-202006,대구광역시,남구,일반용,12007,147320417,51.32
202001-202006,대구광역시,남구,합계,16776,287070153,
202001-202006,대구광역시,달서구,일반용,28811,411940911,22.42
202001-202006,대구광역시,달서구,합계,28971,1837732080,
202001-202006,대구광역시,달성군,일반용,13160,185491450,10.79
202001-202006,대구광역시,달성군,합계,13001,1718614975,
202001-202006,대구광역시,동구,일반용,21513,349220463,49.23
202001-202006,대구광역시,동구,합계,24896,709315029,
202001-202006,대구광역시,북구,일반용,26085,364632284,33.49
202001-202006,대구광역시,북구,합계,24870,1088921056,
202001-202006,대구광역시,서구,일반용,13674,141167860,31.09
202001-202006,대구광역시,서구,합계,17160,454081702,
202001-202006,대구광역시,수성구,일반용,24067,332680769,42.05
202001-202006,대구광역시,수성구,합계,21200,791152590,
202001-202006,대구광역시,중구,일반용,14964,229918527,71.44
202001-202006,대구광역시,중구,합계,8383,321854381,
