년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201601-201606,전라남도,강진군,일반용,2954,30175348,19.59
201601-201606,전라남도,강진군,합계,6479,154044399,
201601-201606,전라남도,고흥군,일반용,5443,49439578,19.51
201601-201606,전라남도,고흥군,합계,13166,253423083,
201601-201606,전라남도,곡성군,일반용,2124,22481026,10.59
201601-201606,전라남도,곡성군,합계,5121,212283094,
201601-201606,전라남도,광양시,일반용,10640,121597992,4.07
201601-201606,전라남도,광양시,합계,12614,2984487018,
201601-201606,전라남도,구례군,일반용,2499,31418026,36.02
201601-201606,전라남도,구례군,합계,4921,87232779,
201601-201606,전라남도,나주시,일반용,6614,114383538,21.25
201601-201606,전라남도,나주시,합계,12409,538300815,
201601-201606,전라남도,담양군,일반용,3674,48373979,19.03
201601-201606,전라남도,담양군,합계,7337,254215961,
201601-201606,전라남도,목포시,일반용,18828,241735984,49.55
201601-201606,전라남도,목포시,합계,15833,487822554,
201601-201606,전라남도,무안군,일반용,5359,71949531,25.85
201601-201606,전라남도,무안군,합계,10496,278387244,
201601-201606,전라남도,보성군,일반용,3569,36916053,25.73
201601-201606,전라남도,보성군,합계,8429,143473150,
201601-201606,전라남도,순천시,일반용,19127,250224599,26.47
201601-201606,전라남도,순천시,합계,22836,945489966,
201601-201606,전라남도,신안군,일반용,3300,31282399,24.11
201601-201606,전라남도,신안군,합계,8160,129755337,
201601-201606,전라남도,여수시,일반용,21660,266853761,3.82
201601-201606,전라남도,여수시,합계,25102,6982943350,
201601-201606,전라남도,영광군,일반용,4546,49987643,15.07
201601-201606,전라남도,영광군,합계,7913,331686600,
201601-201606,전라남도,영암군,일반용,4220,55005474,7.74
201601-201606,전라남도,영암군,합계,9077,710442547,
201601-201606,전라남도,완도군,일반용,5226,47507253,10.62
201601-201606,전라남도,완도군,합계,7822,447337382,
201601-201606,전라남도,장성군,일반용,3234,44943268,15.15
201601-201606,전라남도,장성군,합계,6224,296746655,
201601-201606,전라남도,장흥군,일반용,3237,35204402,20.54
201601-201606,전라남도,장흥군,합계,6370,171352706,
201601-201606,전라남도,진도군,일반용,2772,23762584,14.44
201601-201606,전라남도,진도군,합계,6051,164587496,
201601-201606,전라남도,함평군,일반용,2289,25457037,15.4
201601-201606,전라남도,함평군,합계,6085,165339108,
201601-201606,전라남도,해남군,일반용,5937,65416271,17.29
201601-201606,전라남도,해남군,합계,13165,378312554,
201601-201606,전라남도,화순군,일반용,4214,71142848,26.06
201601-201606,전라남도,화순군,합계,7915,272983267,
