년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201401-201406,인천광역시,강화군,일반용,6845,78309535,28.98
201401-201406,인천광역시,강화군,합계,10719,270256738,
201401-201406,인천광역시,계양구,일반용,12265,211132189,33.1
201401-201406,인천광역시,계양구,합계,16129,637831746,
201401-201406,인천광역시,남구,일반용,20389,284521227,26.96
201401-201406,인천광역시,남구,합계,29891,1055271940,
201401-201406,인천광역시,남동구,일반용,20762,397893129,19.95
201401-201406,인천광역시,남동구,합계,23132,1993973039,
201401-201406,인천광역시,동구,일반용,3710,56233984,2.8
201401-201406,인천광역시,동구,합계,3992,2010886603,
201401-201406,인천광역시,부평구,일반용,22009,364001225,29.99
201401-201406,인천광역시,부평구,합계,26748,1213773028,
201401-201406,인천광역시,서구,일반용,19272,361061201,16.07
201401-201406,인천광역시,서구,합계,22886,2247107719,
201401-201406,인천광역시,연수구,일반용,7947,252242633,29.92
201401-201406,인천광역시,연수구,합계,9097,842964171,
201401-201406,인천광역시,옹진군,일반용,3553,50832282,41.44
201401-201406,인천광역시,옹진군,합계,3366,122675457,
201401-201406,인천광역시,중구,일반용,9405,410279356,48.94
201401-201406,인천광역시,중구,합계,7126,838377565,
