년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201507-201512,대전광역시,대덕구,일반용,12126,170939569,12.33
201507-201512,대전광역시,대덕구,합계,12941,1386644555,
201507-201512,대전광역시,동구,일반용,14077,184630597,43.46
201507-201512,대전광역시,동구,합계,18257,424846469,
201507-201512,대전광역시,서구,일반용,20160,487090952,55.04
201507-201512,대전광역시,서구,합계,25219,884899868,
201507-201512,대전광역시,유성구,일반용,14416,532654780,38.68
201507-201512,대전광역시,유성구,합계,15774,1376984512,
201507-201512,대전광역시,중구,일반용,15656,258016295,54.12
201507-201512,대전광역시,중구,합계,16547,476737140,
