년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201607-201612,전라북도,고창군,일반용,4429,49695966,17.54
201607-201612,전라북도,고창군,합계,9676,283320108,
201607-201612,전라북도,군산시,일반용,20219,300100311,7.16
201607-201612,전라북도,군산시,합계,22574,4193837239,
201607-201612,전라북도,김제시,일반용,6315,75572116,16.32
201607-201612,전라북도,김제시,합계,12329,462943260,
201607-201612,전라북도,남원시,일반용,7223,76623938,27.42
201607-201612,전라북도,남원시,합계,12495,279451700,
201607-201612,전라북도,무주군,일반용,2628,39958753,41.97
201607-201612,전라북도,무주군,합계,4414,95200646,
201607-201612,전라북도,부안군,일반용,5440,64532718,27.22
201607-201612,전라북도,부안군,합계,8640,237067768,
201607-201612,전라북도,순창군,일반용,2231,20310616,15.72
201607-201612,전라북도,순창군,합계,5647,129222555,
201607-201612,전라북도,완주군,일반용,6796,102541929,12.76
201607-201612,전라북도,완주군,합계,10748,803809286,
201607-201612,전라북도,익산시,일반용,20356,249246165,16.05
201607-201612,전라북도,익산시,합계,27535,1552519165,
201607-201612,전라북도,임실군,일반용,2279,26728315,19.13
201607-201612,전라북도,임실군,합계,5329,139689746,
201607-201612,전라북도,장수군,일반용,1619,17468548,17.94
201607-201612,전라북도,장수군,합계,4196,97398291,
201607-201612,전라북도,전주시,일반용,44682,644592032,29.51
201607-201612,전라북도,전주시,합계,43999,2184271920,
201607-201612,전라북도,정읍시,일반용,8931,90038118,12.63
201607-201612,전라북도,정읍시,합계,15794,712688525,
201607-201612,전라북도,진안군,일반용,2008,20235988,21.61
201607-201612,전라북도,진안군,합계,4744,93656088,
