년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201501-201506,인천광역시,강화군,일반용,7043,80886749,29.22
201501-201506,인천광역시,강화군,합계,11062,276790031,
201501-201506,인천광역시,계양구,일반용,12389,215535995,33.5
201501-201506,인천광역시,계양구,합계,16233,643460355,
201501-201506,인천광역시,남구,일반용,20464,288293239,26.72
201501-201506,인천광역시,남구,합계,30326,1078790001,
201501-201506,인천광역시,남동구,일반용,21224,405071302,20.3
201501-201506,인천광역시,남동구,합계,24126,1995307075,
201501-201506,인천광역시,동구,일반용,3739,58927342,2.92
201501-201506,인천광역시,동구,합계,4010,2016369967,
201501-201506,인천광역시,부평구,일반용,22054,367908616,30.46
201501-201506,인천광역시,부평구,합계,27085,1207814489,
201501-201506,인천광역시,서구,일반용,19763,387824169,15.46
201501-201506,인천광역시,서구,합계,23520,2508022552,
201501-201506,인천광역시,연수구,일반용,8081,272546056,29.63
201501-201506,인천광역시,연수구,합계,9199,919895437,
201501-201506,인천광역시,옹진군,일반용,3665,47769254,47.06
201501-201506,인천광역시,옹진군,합계,3504,101504341,
201501-201506,인천광역시,중구,일반용,9730,424295220,47.45
201501-201506,인천광역시,중구,합계,7474,894127693,
