년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202007-202012,충청북도,괴산군,일반용,3657,51369398,19.59
202007-202012,충청북도,괴산군,합계,8162,262263475,
202007-202012,충청북도,단양군,일반용,3627,37655367,4.44
202007-202012,충청북도,단양군,합계,5996,848120718,
202007-202012,충청북도,보은군,일반용,3120,35138528,18.84
202007-202012,충청북도,보은군,합계,7308,186554872,
202007-202012,충청북도,영동군,일반용,4159,40411517,19.74
202007-202012,충청북도,영동군,합계,10336,204735446,
202007-202012,충청북도,옥천군,일반용,4374,48110068,16.03
202007-202012,충청북도,옥천군,합계,9188,300177820,
202007-202012,충청북도,음성군,일반용,9614,130215845,8.61
202007-202012,충청북도,음성군,합계,14444,1511880845,
202007-202012,충청북도,제천시,일반용,12536,129524782,17.4
202007-202012,충청북도,제천시,합계,16345,744203216,
202007-202012,충청북도,증평군,일반용,3166,38359731,12.95
202007-202012,충청북도,증평군,합계,4252,296173216,
202007-202012,충청북도,진천군,일반용,7271,115875139,8.42
202007-202012,충청북도,진천군,합계,10411,1375763915,
202007-202012,충청북도,청주시,일반용,56222,874596152,13.31
202007-202012,충청북도,청주시,합계,71423,6572320460,
202007-202012,충청북도,충주시,일반용,17866,240621639,19.12
202007-202012,충청북도,충주시,합계,27149,1258790688,
