년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201607-201612,경상북도,경산시,일반용,16430,218639019,16.12
201607-201612,경상북도,경산시,합계,25276,1356470254,
201607-201612,경상북도,경주시,일반용,23851,323525264,16.48
201607-201612,경상북도,경주시,합계,32551,1963203687,
201607-201612,경상북도,고령군,일반용,3034,29792205,4.92
201607-201612,경상북도,고령군,합계,5167,605749544,
201607-201612,경상북도,구미시,일반용,26677,362604167,7.18
201607-201612,경상북도,구미시,합계,33643,5048607604,
201607-201612,경상북도,군위군,일반용,2008,24949142,15.62
201607-201612,경상북도,군위군,합계,4846,159735005,
201607-201612,경상북도,김천시,일반용,10004,133856541,12.14
201607-201612,경상북도,김천시,합계,17483,1102213421,
201607-201612,경상북도,문경시,일반용,6311,71688152,25.6
201607-201612,경상북도,문경시,합계,10353,280066064,
201607-201612,경상북도,봉화군,일반용,2851,25034767,2.58
201607-201612,경상북도,봉화군,합계,6979,971238506,
201607-201612,경상북도,상주시,일반용,7538,81464236,23.07
201607-201612,경상북도,상주시,합계,16447,353060810,
201607-201612,경상북도,성주군,일반용,3991,38322014,7.77
201607-201612,경상북도,성주군,합계,8468,493163236,
201607-201612,경상북도,안동시,일반용,13115,177447782,34.41
201607-201612,경상북도,안동시,합계,20705,515728874,
201607-201612,경상북도,영덕군,일반용,5013,55149107,39.64
201607-201612,경상북도,영덕군,합계,6862,139139017,
201607-201612,경상북도,영양군,일반용,1561,12513135,24.09
201607-201612,경상북도,영양군,합계,4065,51951088,
201607-201612,경상북도,영주시,일반용,9468,96963026,13.43
201607-201612,경상북도,영주시,합계,13596,721915605,
201607-201612,경상북도,영천시,일반용,7863,91787653,12.52
201607-201612,경상북도,영천시,합계,14404,733218362,
201607-201612,경상북도,예천군,일반용,3303,39105450,25.53
201607-201612,경상북도,예천군,합계,9249,153181080,
201607-201612,경상북도,울릉군,일반용,1674,16665783,59.91
201607-201612,경상북도,울릉군,합계,1300,27818785,
201607-201612,경상북도,울진군,일반용,5284,85332160,-25.74
201607-201612,경상북도,울진군,합계,8705,-331538042,
201607-201612,경상북도,의성군,일반용,4031,35562507,17.42
201607-201612,경상북도,의성군,합계,11530,204118393,
201607-201612,경상북도,청도군,일반용,3736,41937063,17.64
201607-201612,경상북도,청도군,합계,9292,237802081,
201607-201612,경상북도,청송군,일반용,2661,25002249,29.07
201607-201612,경상북도,청송군,합계,6244,85996524,
201607-201612,경상북도,칠곡군,일반용,10310,142156664,14.16
201607-201612,경상북도,칠곡군,합계,13468,1004129012,
201607-201612,경상북도,포항시,일반용,38300,493027399,8.66
201607-201612,경상북도,포항시,합계,42909,5692890697,
