년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201907-201912,충청남도,계룡시,일반용,1791,63118685,49.39
201907-201912,충청남도,계룡시,합계,1367,127791806,
201907-201912,충청남도,공주시,일반용,9946,128906953,23.19
201907-201912,충청남도,공주시,합계,15380,555951746,
201907-201912,충청남도,금산군,일반용,5269,52967308,11.12
201907-201912,충청남도,금산군,합계,9933,476188881,
201907-201912,충청남도,논산시,일반용,10507,126658548,19.08
201907-201912,충청남도,논산시,합계,17447,663784253,
201907-201912,충청남도,당진시,일반용,13987,170329883,2.87
201907-201912,충청남도,당진시,합계,21170,5934800086,
201907-201912,충청남도,보령시,일반용,10782,138550821,22.39
201907-201912,충청남도,보령시,합계,14750,618713544,
201907-201912,충청남도,부여군,일반용,5110,57161559,19.19
201907-201912,충청남도,부여군,합계,12706,297830502,
201907-201912,충청남도,서산시,일반용,14228,208259136,4.74
201907-201912,충청남도,서산시,합계,19775,4390498599,
201907-201912,충청남도,서천군,일반용,5031,62787691,12.12
201907-201912,충청남도,서천군,합계,9239,518170756,
201907-201912,충청남도,아산시,일반용,21705,302986477,4.19
201907-201912,충청남도,아산시,합계,26564,7234310346,
201907-201912,충청남도,예산군,일반용,7715,83024687,13.63
201907-201912,충청남도,예산군,합계,13049,609059490,
201907-201912,충청남도,천안시,일반용,41179,694253652,17.8
201907-201912,충청남도,천안시,합계,46573,3899435846,
201907-201912,충청남도,청양군,일반용,2910,24758221,14.55
201907-201912,충청남도,청양군,합계,6927,170107211,
201907-201912,충청남도,태안군,일반용,9128,101442589,29.09
201907-201912,충청남도,태안군,합계,11244,348735730,
201907-201912,충청남도,홍성군,일반용,7810,103162974,21.71
201907-201912,충청남도,홍성군,합계,13176,475291625,
