년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202107-202112,서울특별시,강남구,일반용,51442,1682921018,69.51
202107-202112,서울특별시,강남구,합계,32472,2421253236,
202107-202112,서울특별시,강동구,일반용,20355,377503487,44.34
202107-202112,서울특별시,강동구,합계,23720,851476329,
202107-202112,서울특별시,강북구,일반용,16394,206790531,43.57
202107-202112,서울특별시,강북구,합계,24934,474641026,
202107-202112,서울특별시,강서구,일반용,23923,728576125,52.16
202107-202112,서울특별시,강서구,합계,35268,1396768043,
202107-202112,서울특별시,관악구,일반용,25168,385809663,43.19
202107-202112,서울특별시,관악구,합계,46480,893358039,
202107-202112,서울특별시,광진구,일반용,21243,312084533,37.47
202107-202112,서울특별시,광진구,합계,30225,832904763,
202107-202112,서울특별시,구로구,일반용,18573,424958386,44.31
202107-202112,서울특별시,구로구,합계,23351,958993248,
202107-202112,서울특별시,금천구,일반용,13605,533913429,62.08
202107-202112,서울특별시,금천구,합계,18311,860037392,
202107-202112,서울특별시,노원구,일반용,15130,308006399,39.46
202107-202112,서울특별시,노원구,합계,18528,780632230,
202107-202112,서울특별시,도봉구,일반용,12525,173646808,37.95
202107-202112,서울특별시,도봉구,합계,17271,457536915,
202107-202112,서울특별시,동대문구,일반용,23438,311737724,41.94
202107-202112,서울특별시,동대문구,합계,24876,743296915,
202107-202112,서울특별시,동작구,일반용,16702,293472794,43.68
202107-202112,서울특별시,동작구,합계,27535,671799003,
202107-202112,서울특별시,마포구,일반용,30537,652454430,57.85
202107-202112,서울특별시,마포구,합계,25479,1127808640,
202107-202112,서울특별시,서대문구,일반용,15907,286959362,43.89
202107-202112,서울특별시,서대문구,합계,20030,653855092,
202107-202112,서울특별시,서초구,일반용,30972,1002588302,59.56
202107-202112,서울특별시,서초구,합계,21754,1683223906,
202107-202112,서울특별시,성동구,일반용,16652,383197879,33.49
202107-202112,서울특별시,성동구,합계,16057,1144151591,
202107-202112,서울특별시,성북구,일반용,21055,266018152,35.03
202107-202112,서울특별시,성북구,합계,25855,759453661,
202107-202112,서울특별시,송파구,일반용,29150,799231995,52.98
202107-202112,서울특별시,송파구,합계,30074,1508643301,
202107-202112,서울특별시,양천구,일반용,16775,517569049,55.24
202107-202112,서울특별시,양천구,합계,21305,936984798,
202107-202112,서울특별시,영등포구,일반용,23673,892179875,62.59
202107-202112,서울특별시,영등포구,합계,24309,1425490536,
202107-202112,서울특별시,용산구,일반용,17172,413633810,55.03
202107-202112,서울특별시,용산구,합계,18115,751707636,
202107-202112,서울특별시,은평구,일반용,20793,274658497,35.69
202107-202112,서울특별시,은평구,합계,32446,769673424,
202107-202112,서울특별시,종로구,일반용,24512,606883427,69.94
202107-202112,서울특별시,종로구,합계,17562,867702392,
202107-202112,서울특별시,중구,일반용,23208,880998016,75.16
202107-202112,서울특별시,중구,합계,13186,1172211152,
202107-202112,서울특별시,중랑구,일반용,20396,236389837,39.97
202107-202112,서울특별시,중랑구,합계,29254,591354773,
