년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202201-202206,강원도,강릉시,일반용,22257,315978938,29.48
202201-202206,강원도,강릉시,합계,23884,1071929481,
202201-202206,강원도,고성군,일반용,4617,84969327,46.61
202201-202206,강원도,고성군,합계,5388,182299115,
202201-202206,강원도,동해시,일반용,7885,114940484,9.29
202201-202206,강원도,동해시,합계,8478,1237754256,
202201-202206,강원도,삼척시,일반용,7346,87466193,12.42
202201-202206,강원도,삼척시,합계,9880,704048578,
202201-202206,강원도,속초시,일반용,8976,146092546,51.9
202201-202206,강원도,속초시,합계,7063,281481434,
202201-202206,강원도,양구군,일반용,2856,46099065,40.52
202201-202206,강원도,양구군,합계,4324,113762941,
202201-202206,강원도,양양군,일반용,4690,79768156,46.9
202201-202206,강원도,양양군,합계,5626,170093206,
202201-202206,강원도,영월군,일반용,4344,47986561,8.6
202201-202206,강원도,영월군,합계,7392,558300252,
202201-202206,강원도,원주시,일반용,27953,440709007,32.74
202201-202206,강원도,원주시,합계,28897,1346232317,
202201-202206,강원도,인제군,일반용,4934,83962988,44.67
202201-202206,강원도,인제군,합계,6472,187980148,
202201-202206,강원도,정선군,일반용,5134,106329203,32.44
202201-202206,강원도,정선군,합계,7118,327811214,
202201-202206,강원도,철원군,일반용,5068,90715913,32.91
202201-202206,강원도,철원군,합계,7657,275639045,
202201-202206,강원도,춘천시,일반용,22847,435666910,45.03
202201-202206,강원도,춘천시,합계,25604,967487507,
202201-202206,강원도,태백시,일반용,4546,52998998,32.46
202201-202206,강원도,태백시,합계,4761,163268958,
202201-202206,강원도,평창군,일반용,7041,130156825,37.58
202201-202206,강원도,평창군,합계,9742,346353613,
202201-202206,강원도,홍천군,일반용,8692,139410562,34.97
202201-202206,강원도,홍천군,합계,13761,398646980,
202201-202206,강원도,화천군,일반용,3358,68741450,47.6
202201-202206,강원도,화천군,합계,4796,144406823,
202201-202206,강원도,횡성군,일반용,5475,68607932,18.99
202201-202206,강원도,횡성군,합계,10368,361378317,
