년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201707-201712,강원도,강릉시,일반용,19068,266242504,26.96
201707-201712,강원도,강릉시,합계,21742,987583504,
201707-201712,강원도,고성군,일반용,3840,65126190,44.77
201707-201712,강원도,고성군,합계,4759,145474112,
201707-201712,강원도,동해시,일반용,6926,102795475,7.76
201707-201712,강원도,동해시,합계,8103,1325379302,
201707-201712,강원도,삼척시,일반용,6300,83874821,11.11
201707-201712,강원도,삼척시,합계,9181,754619772,
201707-201712,강원도,속초시,일반용,7930,131296599,54.57
201707-201712,강원도,속초시,합계,6542,240584639,
201707-201712,강원도,양구군,일반용,2595,41838206,41.03
201707-201712,강원도,양구군,합계,3761,101970597,
201707-201712,강원도,양양군,일반용,4124,62152374,44.97
201707-201712,강원도,양양군,합계,4968,138210211,
201707-201712,강원도,영월군,일반용,4098,39429038,7.22
201707-201712,강원도,영월군,합계,6680,545924461,
201707-201712,강원도,원주시,일반용,24687,394642465,33.9
201707-201712,강원도,원주시,합계,25686,1164126284,
201707-201712,강원도,인제군,일반용,4380,68834092,44.54
201707-201712,강원도,인제군,합계,5669,154546694,
201707-201712,강원도,정선군,일반용,4942,102533587,33.1
201707-201712,강원도,정선군,합계,6331,309800617,
201707-201712,강원도,철원군,일반용,4661,79988662,35.73
201707-201712,강원도,철원군,합계,7074,223879920,
201707-201712,강원도,춘천시,일반용,20320,369456789,45.54
201707-201712,강원도,춘천시,합계,23514,811287138,
201707-201712,강원도,태백시,일반용,4069,42304356,27.71
201707-201712,강원도,태백시,합계,4629,152652681,
201707-201712,강원도,평창군,일반용,6170,120882798,42.24
201707-201712,강원도,평창군,합계,8452,286173139,
201707-201712,강원도,홍천군,일반용,7964,125161551,36.99
201707-201712,강원도,홍천군,합계,11736,338348475,
201707-201712,강원도,화천군,일반용,3153,56106754,48.77
201707-201712,강원도,화천군,합계,4076,115048476,
201707-201712,강원도,횡성군,일반용,4824,58282701,21.8
201707-201712,강원도,횡성군,합계,8511,267317143,
