년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201907-201912,경상북도,경산시,일반용,17499,244577810,17.6
201907-201912,경상북도,경산시,합계,26622,1389593789,
201907-201912,경상북도,경주시,일반용,25140,339540664,17.3
201907-201912,경상북도,경주시,합계,34263,1962988245,
201907-201912,경상북도,고령군,일반용,3138,32500309,5.4
201907-201912,경상북도,고령군,합계,5633,602284282,
201907-201912,경상북도,구미시,일반용,27201,368449736,7.47
201907-201912,경상북도,구미시,합계,34621,4933672667,
201907-201912,경상북도,군위군,일반용,2119,27691000,17.31
201907-201912,경상북도,군위군,합계,5321,159999482,
201907-201912,경상북도,김천시,일반용,10234,142238165,12.31
201907-201912,경상북도,김천시,합계,18583,1155502907,
201907-201912,경상북도,문경시,일반용,6471,76486049,26.88
201907-201912,경상북도,문경시,합계,11120,284598646,
201907-201912,경상북도,봉화군,일반용,2812,24166022,2.56
201907-201912,경상북도,봉화군,합계,7512,944827900,
201907-201912,경상북도,상주시,일반용,7712,82086436,21.81
201907-201912,경상북도,상주시,합계,17537,376305132,
201907-201912,경상북도,성주군,일반용,4239,47052076,9.16
201907-201912,경상북도,성주군,합계,9302,513758410,
201907-201912,경상북도,안동시,일반용,13463,184571930,32.95
201907-201912,경상북도,안동시,합계,21876,560223608,
201907-201912,경상북도,영덕군,일반용,5233,60082931,42.07
201907-201912,경상북도,영덕군,합계,7234,142806639,
201907-201912,경상북도,영양군,일반용,1520,13548471,23.47
201907-201912,경상북도,영양군,합계,4301,57734267,
201907-201912,경상북도,영주시,일반용,9638,100636090,12.57
201907-201912,경상북도,영주시,합계,14467,800465717,
201907-201912,경상북도,영천시,일반용,8232,98321876,12.85
201907-201912,경상북도,영천시,합계,15401,764940122,
201907-201912,경상북도,예천군,일반용,3738,46152161,25.63
201907-201912,경상북도,예천군,합계,9979,180062819,
201907-201912,경상북도,울릉군,일반용,1871,19198976,60.57
201907-201912,경상북도,울릉군,합계,1409,31699677,
201907-201912,경상북도,울진군,일반용,5445,74196268,19.94
201907-201912,경상북도,울진군,합계,9269,372129447,
201907-201912,경상북도,의성군,일반용,4143,40474156,19.11
201907-201912,경상북도,의성군,합계,12047,211815234,
201907-201912,경상북도,청도군,일반용,3838,44585703,18.37
201907-201912,경상북도,청도군,합계,10033,242652541,
201907-201912,경상북도,청송군,일반용,2681,29543429,31.96
201907-201912,경상북도,청송군,합계,6605,92449075,
201907-201912,경상북도,칠곡군,일반용,10722,150041326,15.18
201907-201912,경상북도,칠곡군,합계,14225,988656295,
201907-201912,경상북도,포항시,일반용,39465,518834630,10.56
201907-201912,경상북도,포항시,합계,45311,4912161422,
