년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201607-201612,경상남도,거제시,일반용,17762,254239109,21.59
201607-201612,경상남도,거제시,합계,20436,1177818470,
201607-201612,경상남도,거창군,일반용,4958,48792727,23.15
201607-201612,경상남도,거창군,합계,9246,210734323,
201607-201612,경상남도,고성군,일반용,4609,48560167,18.71
201607-201612,경상남도,고성군,합계,8771,259498625,
201607-201612,경상남도,김해시,일반용,29159,488663417,19.05
201607-201612,경상남도,김해시,합계,32736,2565716412,
201607-201612,경상남도,남해군,일반용,4682,47523849,36.29
201607-201612,경상남도,남해군,합계,8213,130966318,
201607-201612,경상남도,밀양시,일반용,9119,92735705,18.09
201607-201612,경상남도,밀양시,합계,16371,512507398,
201607-201612,경상남도,사천시,일반용,9306,114180109,17.85
201607-201612,경상남도,사천시,합계,12455,639714123,
201607-201612,경상남도,산청군,일반용,3431,31950812,21.74
201607-201612,경상남도,산청군,합계,6939,146998682,
201607-201612,경상남도,양산시,일반용,17482,286221706,16.15
201607-201612,경상남도,양산시,합계,19069,1772638612,
201607-201612,경상남도,의령군,일반용,2454,21777590,11.28
201607-201612,경상남도,의령군,합계,5696,193040637,
201607-201612,경상남도,진주시,일반용,24914,336484885,28.41
201607-201612,경상남도,진주시,합계,31313,1184320317,
201607-201612,경상남도,창녕군,일반용,5448,64848733,14.13
201607-201612,경상남도,창녕군,합계,10041,458916468,
201607-201612,경상남도,창원시,일반용,56397,1021092178,19.08
201607-201612,경상남도,창원시,합계,75849,5352908151,
201607-201612,경상남도,통영시,일반용,10998,150034538,25.95
201607-201612,경상남도,통영시,합계,13431,578196498,
201607-201612,경상남도,하동군,일반용,4221,39385569,25.06
201607-201612,경상남도,하동군,합계,8906,157144719,
201607-201612,경상남도,함안군,일반용,5272,61944647,5.06
201607-201612,경상남도,함안군,합계,8875,1224091323,
201607-201612,경상남도,함양군,일반용,3645,30242740,24.32
201607-201612,경상남도,함양군,합계,6871,124341510,
201607-201612,경상남도,합천군,일반용,3898,37043974,20.97
201607-201612,경상남도,합천군,합계,8680,176644524,
