년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201407-201412,전라북도,고창군,일반용,4299,44548634,17.81
201407-201412,전라북도,고창군,합계,9308,250074574,
201407-201412,전라북도,군산시,일반용,19213,274673784,6.43
201407-201412,전라북도,군산시,합계,21959,4269056267,
201407-201412,전라북도,김제시,일반용,6078,67612853,16.42
201407-201412,전라북도,김제시,합계,11819,411688591,
201407-201412,전라북도,남원시,일반용,7005,71394415,27.17
201407-201412,전라북도,남원시,합계,12064,262777131,
201407-201412,전라북도,무주군,일반용,2538,39226822,43.42
201407-201412,전라북도,무주군,합계,4212,90343892,
201407-201412,전라북도,부안군,일반용,5378,58809664,27.4
201407-201412,전라북도,부안군,합계,8380,214612650,
201407-201412,전라북도,순창군,일반용,2140,19164363,16.73
201407-201412,전라북도,순창군,합계,4922,114580704,
201407-201412,전라북도,완주군,일반용,6420,75067977,9.88
201407-201412,전라북도,완주군,합계,9997,759954831,
201407-201412,전라북도,익산시,일반용,20019,231027203,15.17
201407-201412,전라북도,익산시,합계,26963,1523382911,
201407-201412,전라북도,임실군,일반용,2197,23587649,17.46
201407-201412,전라북도,임실군,합계,5150,135068050,
201407-201412,전라북도,장수군,일반용,1541,14913557,17.45
201407-201412,전라북도,장수군,합계,3997,85457911,
201407-201412,전라북도,전주시,일반용,42540,586718061,28.37
201407-201412,전라북도,전주시,합계,42317,2068402389,
201407-201412,전라북도,정읍시,일반용,8682,82606584,12.66
201407-201412,전라북도,정읍시,합계,15194,652412474,
201407-201412,전라북도,진안군,일반용,1952,17910164,21.39
201407-201412,전라북도,진안군,합계,4540,83745568,
