년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201207-201212,충청북도,괴산군,일반용,2907,31261136,14.89
201207-201212,충청북도,괴산군,합계,6473,209986259,
201207-201212,충청북도,단양군,일반용,3087,33184145,4.37
201207-201212,충청북도,단양군,합계,4918,759422729,
201207-201212,충청북도,보은군,일반용,2674,26703559,20.86
201207-201212,충청북도,보은군,합계,6044,128015047,
201207-201212,충청북도,영동군,일반용,3634,34726659,18.64
201207-201212,충청북도,영동군,합계,8217,186337111,
201207-201212,충청북도,옥천군,일반용,3593,41189847,14.72
201207-201212,충청북도,옥천군,합계,7333,279764340,
201207-201212,충청북도,음성군,일반용,7042,85833402,7.48
201207-201212,충청북도,음성군,합계,11029,1147701504,
201207-201212,충청북도,제천시,일반용,10436,116760375,18.5
201207-201212,충청북도,제천시,합계,13687,631104903,
201207-201212,충청북도,증평군,일반용,2460,27507502,11.45
201207-201212,충청북도,증평군,합계,3317,240157072,
201207-201212,충청북도,진천군,일반용,5027,65654936,7.74
201207-201212,충청북도,진천군,합계,7306,847844644,
201207-201212,충청북도,청원군,일반용,8645,178988004,8.27
201207-201212,충청북도,청원군,합계,16497,2164910798,
201207-201212,충청북도,청주시,일반용,37637,556814155,18.92
201207-201212,충청북도,청주시,합계,45664,2942221720,
201207-201212,충청북도,충주시,일반용,14865,204626529,21.48
201207-201212,충청북도,충주시,합계,22699,952765802,
