년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201407-201412,전라남도,강진군,일반용,2887,26614957,19.69
201407-201412,전라남도,강진군,합계,6345,135168409,
201407-201412,전라남도,고흥군,일반용,5395,43456903,23.95
201407-201412,전라남도,고흥군,합계,12781,181417772,
201407-201412,전라남도,곡성군,일반용,2080,20182184,9.93
201407-201412,전라남도,곡성군,합계,4928,203224504,
201407-201412,전라남도,광양시,일반용,10403,119925921,3.85
201407-201412,전라남도,광양시,합계,12259,3112852232,
201407-201412,전라남도,구례군,일반용,2397,25594511,33.92
201407-201412,전라남도,구례군,합계,4769,75457370,
201407-201412,전라남도,나주시,일반용,6205,90059276,18.68
201407-201412,전라남도,나주시,합계,11806,482214440,
201407-201412,전라남도,담양군,일반용,3543,42483368,19.12
201407-201412,전라남도,담양군,합계,7082,222145015,
201407-201412,전라남도,목포시,일반용,18562,229822123,50.49
201407-201412,전라남도,목포시,합계,15598,455220068,
201407-201412,전라남도,무안군,일반용,5105,62345971,23.45
201407-201412,전라남도,무안군,합계,10255,265853411,
201407-201412,전라남도,보성군,일반용,3569,32036802,24.58
201407-201412,전라남도,보성군,합계,8280,130340490,
201407-201412,전라남도,순천시,일반용,18373,240373108,27.31
201407-201412,전라남도,순천시,합계,22167,880007137,
201407-201412,전라남도,신안군,일반용,3108,25427223,21.28
201407-201412,전라남도,신안군,합계,7949,119469248,
201407-201412,전라남도,여수시,일반용,21003,252574347,3.64
201407-201412,전라남도,여수시,합계,24581,6947625847,
201407-201412,전라남도,영광군,일반용,4464,44122928,14.89
201407-201412,전라남도,영광군,합계,7757,296242279,
201407-201412,전라남도,영암군,일반용,4085,51061553,7.06
201407-201412,전라남도,영암군,합계,8730,723574835,
201407-201412,전라남도,완도군,일반용,5046,41682809,9.54
201407-201412,전라남도,완도군,합계,7565,437107007,
201407-201412,전라남도,장성군,일반용,3113,40361063,14.01
201407-201412,전라남도,장성군,합계,6011,288137738,
201407-201412,전라남도,장흥군,일반용,3165,30808584,21.97
201407-201412,전라남도,장흥군,합계,6250,140234140,
201407-201412,전라남도,진도군,일반용,2721,20487951,15.78
201407-201412,전라남도,진도군,합계,5868,129834906,
201407-201412,전라남도,함평군,일반용,2265,22769959,14.16
201407-201412,전라남도,함평군,합계,5939,160786486,
201407-201412,전라남도,해남군,일반용,5822,59249077,20.74
201407-201412,전라남도,해남군,합계,12824,285640965,
201407-201412,전라남도,화순군,일반용,4127,67006360,28.03
201407-201412,전라남도,화순군,합계,7676,239066460,
