년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202007-202012,서울특별시,강남구,일반용,50559,1607340665,70.4
202007-202012,서울특별시,강남구,합계,32521,2283210334,
202007-202012,서울특별시,강동구,일반용,19883,352675646,44.5
202007-202012,서울특별시,강동구,합계,23415,792483710,
202007-202012,서울특별시,강북구,일반용,16257,197167935,43.61
202007-202012,서울특별시,강북구,합계,24861,452157527,
202007-202012,서울특별시,강서구,일반용,23763,681478050,52.05
202007-202012,서울특별시,강서구,합계,34933,1309393685,
202007-202012,서울특별시,관악구,일반용,24992,375392923,44.14
202007-202012,서울특별시,관악구,합계,45900,850487437,
202007-202012,서울특별시,광진구,일반용,21001,298707800,37.35
202007-202012,서울특별시,광진구,합계,29773,799837319,
202007-202012,서울특별시,구로구,일반용,18356,400641810,43.98
202007-202012,서울특별시,구로구,합계,23058,911034141,
202007-202012,서울특별시,금천구,일반용,13492,497496947,61.41
202007-202012,서울특별시,금천구,합계,17866,810116454,
202007-202012,서울특별시,노원구,일반용,14950,292574312,39.32
202007-202012,서울특별시,노원구,합계,18518,744088070,
202007-202012,서울특별시,도봉구,일반용,12326,166673271,38.16
202007-202012,서울특별시,도봉구,합계,17104,436733285,
202007-202012,서울특별시,동대문구,일반용,23462,301851291,42.78
202007-202012,서울특별시,동대문구,합계,24872,705605556,
202007-202012,서울특별시,동작구,일반용,16707,286883139,44.74
202007-202012,서울특별시,동작구,합계,27456,641151889,
202007-202012,서울특별시,마포구,일반용,30116,621909470,58.12
202007-202012,서울특별시,마포구,합계,25350,1070010876,
202007-202012,서울특별시,서대문구,일반용,15984,274325777,44.22
202007-202012,서울특별시,서대문구,합계,20063,620310711,
202007-202012,서울특별시,서초구,일반용,30491,974028225,59.8
202007-202012,서울특별시,서초구,합계,21611,1628760195,
202007-202012,서울특별시,성동구,일반용,16264,355765579,32.84
202007-202012,서울특별시,성동구,합계,16102,1083382841,
202007-202012,서울특별시,성북구,일반용,20885,254162541,35.37
202007-202012,서울특별시,성북구,합계,25793,718582412,
202007-202012,서울특별시,송파구,일반용,28685,762913772,53.47
202007-202012,서울특별시,송파구,합계,29973,1426734020,
202007-202012,서울특별시,양천구,일반용,16598,487674647,55.47
202007-202012,서울특별시,양천구,합계,21116,879106068,
202007-202012,서울특별시,영등포구,일반용,23706,846460438,63.28
202007-202012,서울특별시,영등포구,합계,24040,1337692291,
202007-202012,서울특별시,용산구,일반용,17161,375713978,54.14
202007-202012,서울특별시,용산구,합계,17999,693973791,
202007-202012,서울특별시,은평구,일반용,20642,261882720,36.02
202007-202012,서울특별시,은평구,합계,32176,727027710,
202007-202012,서울특별시,종로구,일반용,25088,591218588,70.49
202007-202012,서울특별시,종로구,합계,17513,838730321,
202007-202012,서울특별시,중구,일반용,23698,865584732,75.89
202007-202012,서울특별시,중구,합계,13116,1140603346,
202007-202012,서울특별시,중랑구,일반용,20063,224172673,40.19
202007-202012,서울특별시,중랑구,합계,28970,557748999,
