년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201407-201412,인천광역시,강화군,일반용,6965,70139537,30.7
201407-201412,인천광역시,강화군,합계,10917,228501358,
201407-201412,인천광역시,계양구,일반용,12281,215157866,33.61
201407-201412,인천광역시,계양구,합계,16181,640133711,
201407-201412,인천광역시,남구,일반용,20323,287906998,27.03
201407-201412,인천광역시,남구,합계,30047,1065029162,
201407-201412,인천광역시,남동구,일반용,20980,409930332,20.81
201407-201412,인천광역시,남동구,합계,23645,1969553143,
201407-201412,인천광역시,동구,일반용,3730,57315662,3.06
201407-201412,인천광역시,동구,합계,3997,1873711224,
201407-201412,인천광역시,부평구,일반용,21946,374955962,31.1
201407-201412,인천광역시,부평구,합계,26924,1205546311,
201407-201412,인천광역시,서구,일반용,19476,373998093,15.13
201407-201412,인천광역시,서구,합계,23199,2471698115,
201407-201412,인천광역시,연수구,일반용,7996,276895061,30.8
201407-201412,인천광역시,연수구,합계,9149,899027990,
201407-201412,인천광역시,옹진군,일반용,3639,42082752,39.15
201407-201412,인천광역시,옹진군,합계,3455,107482440,
201407-201412,인천광역시,중구,일반용,9583,443227344,50.12
201407-201412,인천광역시,중구,합계,7284,884247002,
