년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201607-201612,경기도,가평군,일반용,9840,146225636,48.46
201607-201612,경기도,가평군,합계,10325,301722379,
201607-201612,경기도,고양시,일반용,39878,1006936489,44.68
201607-201612,경기도,고양시,합계,37463,2253468934,
201607-201612,경기도,과천시,일반용,2290,124534512,60.35
201607-201612,경기도,과천시,합계,2464,206355225,
201607-201612,경기도,광명시,일반용,11229,230529073,38.47
201607-201612,경기도,광명시,합계,13447,599318893,
201607-201612,경기도,광주시,일반용,24594,293148828,25.22
201607-201612,경기도,광주시,합계,27603,1162282022,
201607-201612,경기도,구리시,일반용,10229,184155579,48.45
201607-201612,경기도,구리시,합계,8492,380094467,
201607-201612,경기도,군포시,일반용,8807,210661903,28.54
201607-201612,경기도,군포시,합계,10083,738084417,
201607-201612,경기도,김포시,일반용,19531,341574314,20.88
201607-201612,경기도,김포시,합계,17878,1635644797,
201607-201612,경기도,남양주시,일반용,34024,453566220,31.69
201607-201612,경기도,남양주시,합계,29072,1431397415,
201607-201612,경기도,동두천시,일반용,6138,119762715,36.87
201607-201612,경기도,동두천시,합계,6634,324796034,
201607-201612,경기도,부천시,일반용,35304,662251337,31.37
201607-201612,경기도,부천시,합계,45956,2111311374,
201607-201612,경기도,성남시,일반용,34076,1297508814,50.9
201607-201612,경기도,성남시,합계,46021,2549194082,
201607-201612,경기도,수원시,일반용,52152,1415789441,51.19
201607-201612,경기도,수원시,합계,59623,2765994768,
201607-201612,경기도,시흥시,일반용,22554,356571690,17.28
201607-201612,경기도,시흥시,합계,25052,2063116186,
201607-201612,경기도,안산시,일반용,28927,583989142,13.99
201607-201612,경기도,안산시,합계,48120,4174248067,
201607-201612,경기도,안성시,일반용,14295,227768208,16.59
201607-201612,경기도,안성시,합계,20166,1372525472,
201607-201612,경기도,안양시,일반용,24648,603981789,46.18
201607-201612,경기도,안양시,합계,24051,1307825252,
201607-201612,경기도,양주시,일반용,13327,211201531,20.67
201607-201612,경기도,양주시,합계,13409,1021892146,
201607-201612,경기도,양평군,일반용,11985,130433831,31.66
201607-201612,경기도,양평군,합계,17744,411934954,
201607-201612,경기도,여주시,일반용,9402,158856389,23.88
201607-201612,경기도,여주시,합계,13850,665243185,
201607-201612,경기도,연천군,일반용,5027,68412931,26.39
201607-201612,경기도,연천군,합계,7242,259233892,
201607-201612,경기도,오산시,일반용,10376,177713331,28.79
201607-201612,경기도,오산시,합계,10702,617366050,
201607-201612,경기도,용인시,일반용,37208,1110384773,23.98
201607-201612,경기도,용인시,합계,37670,4629759711,
201607-201612,경기도,의왕시,일반용,5703,155247610,43.77
201607-201612,경기도,의왕시,합계,5890,354721306,
201607-201612,경기도,의정부시,일반용,21129,369368942,45.22
201607-201612,경기도,의정부시,합계,19046,816763208,
201607-201612,경기도,이천시,일반용,15468,314747814,12.0
201607-201612,경기도,이천시,합계,20190,2623345039,
201607-201612,경기도,파주시,일반용,25729,453284937,10.78
201607-201612,경기도,파주시,합계,25337,4206321185,
201607-201612,경기도,평택시,일반용,34661,637663707,17.08
201607-201612,경기도,평택시,합계,36028,3732683180,
201607-201612,경기도,포천시,일반용,17512,229118209,18.39
201607-201612,경기도,포천시,합계,18499,1245838560,
201607-201612,경기도,하남시,일반용,13013,211351345,33.6
201607-201612,경기도,하남시,합계,8155,628986042,
201607-201612,경기도,화성시,일반용,37584,866725677,10.44
201607-201612,경기도,화성시,합계,37572,8298705213,
