년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201407-201412,대전광역시,대덕구,일반용,11995,161694311,11.67
201407-201412,대전광역시,대덕구,합계,12785,1385934563,
201407-201412,대전광역시,동구,일반용,13980,186407081,43.54
201407-201412,대전광역시,동구,합계,17991,428094053,
201407-201412,대전광역시,서구,일반용,19892,482255401,54.95
201407-201412,대전광역시,서구,합계,24640,877688968,
201407-201412,대전광역시,유성구,일반용,13804,515429840,37.42
201407-201412,대전광역시,유성구,합계,14889,1377403091,
201407-201412,대전광역시,중구,일반용,15638,258459505,53.8
201407-201412,대전광역시,중구,합계,16364,480417030,
