년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201901-201906,대구광역시,남구,일반용,12046,150967745,51.84
201901-201906,대구광역시,남구,합계,17054,291204326,
201901-201906,대구광역시,달서구,일반용,28484,428552908,21.89
201901-201906,대구광역시,달서구,합계,28963,1957760224,
201901-201906,대구광역시,달성군,일반용,12789,190367137,10.37
201901-201906,대구광역시,달성군,합계,12720,1836175839,
201901-201906,대구광역시,동구,일반용,21338,369065445,50.93
201901-201906,대구광역시,동구,합계,25189,724684606,
201901-201906,대구광역시,북구,일반용,25590,382054700,33.71
201901-201906,대구광역시,북구,합계,24850,1133297195,
201901-201906,대구광역시,서구,일반용,13853,147779152,29.98
201901-201906,대구광역시,서구,합계,17727,493000808,
201901-201906,대구광역시,수성구,일반용,23837,348956836,43.78
201901-201906,대구광역시,수성구,합계,21580,797098707,
201901-201906,대구광역시,중구,일반용,15305,254609567,73.08
201901-201906,대구광역시,중구,합계,8654,348405008,
