년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201207-201212,부산광역시,강서구,일반용,6597,108300262,6.83
201207-201212,부산광역시,강서구,합계,6460,1585918961,
201207-201212,부산광역시,금정구,일반용,14433,194312734,35.6
201207-201212,부산광역시,금정구,합계,16827,545843788,
201207-201212,부산광역시,기장군,일반용,6525,109256109,24.06
201207-201212,부산광역시,기장군,합계,7107,454095124,
201207-201212,부산광역시,남구,일반용,11563,178659317,25.72
201207-201212,부산광역시,남구,합계,16897,694592671,
201207-201212,부산광역시,동구,일반용,7490,150143392,55.76
201207-201212,부산광역시,동구,합계,8843,269248134,
201207-201212,부산광역시,동래구,일반용,15103,218322220,46.02
201207-201212,부산광역시,동래구,합계,15658,474375931,
201207-201212,부산광역시,부산진구,일반용,22012,429808948,49.79
201207-201212,부산광역시,부산진구,합계,22921,863249962,
201207-201212,부산광역시,북구,일반용,10192,170751827,38.31
201207-201212,부산광역시,북구,합계,12434,445662309,
201207-201212,부산광역시,사상구,일반용,13129,219514634,22.76
201207-201212,부산광역시,사상구,합계,12832,964587370,
201207-201212,부산광역시,사하구,일반용,13901,206249234,13.3
201207-201212,부산광역시,사하구,합계,18247,1551090097,
201207-201212,부산광역시,서구,일반용,6546,105249662,36.01
201207-201212,부산광역시,서구,합계,10195,292270891,
201207-201212,부산광역시,수영구,일반용,9661,149224860,51.51
201207-201212,부산광역시,수영구,합계,11330,289680965,
201207-201212,부산광역시,연제구,일반용,10337,194742970,49.22
201207-201212,부산광역시,연제구,합계,11707,395688349,
201207-201212,부산광역시,영도구,일반용,5849,70547846,28.92
201207-201212,부산광역시,영도구,합계,9745,243936789,
201207-201212,부산광역시,중구,일반용,8905,179448707,79.72
201207-201212,부산광역시,중구,합계,5915,225110432,
201207-201212,부산광역시,해운대구,일반용,13050,446802499,47.28
201207-201212,부산광역시,해운대구,합계,15044,945080122,
