년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202101-202106,경상남도,거제시,일반용,17518,213666066,21.85
202101-202106,경상남도,거제시,합계,21050,977868118,
202101-202106,경상남도,거창군,일반용,5206,59940823,25.2
202101-202106,경상남도,거창군,합계,10297,237874104,
202101-202106,경상남도,고성군,일반용,4643,54381924,11.54
202101-202106,경상남도,고성군,합계,9680,471125824,
202101-202106,경상남도,김해시,일반용,31491,479306659,17.6
202101-202106,경상남도,김해시,합계,34933,2724048837,
202101-202106,경상남도,남해군,일반용,5013,53243791,39.07
202101-202106,경상남도,남해군,합계,8864,136269491,
202101-202106,경상남도,밀양시,일반용,9690,103106766,14.72
202101-202106,경상남도,밀양시,합계,18026,700250159,
202101-202106,경상남도,사천시,일반용,9764,118702042,17.08
202101-202106,경상남도,사천시,합계,13694,695067176,
202101-202106,경상남도,산청군,일반용,3706,35433668,19.27
202101-202106,경상남도,산청군,합계,8373,183916680,
202101-202106,경상남도,양산시,일반용,19567,320973015,16.85
202101-202106,경상남도,양산시,합계,21077,1905221406,
202101-202106,경상남도,의령군,일반용,2409,29528205,14.16
202101-202106,경상남도,의령군,합계,6258,208516505,
202101-202106,경상남도,진주시,일반용,25669,329782377,23.2
202101-202106,경상남도,진주시,합계,33936,1421720356,
202101-202106,경상남도,창녕군,일반용,5542,67160215,12.6
202101-202106,경상남도,창녕군,합계,11173,533025571,
202101-202106,경상남도,창원시,일반용,56838,984192435,18.6
202101-202106,경상남도,창원시,합계,76196,5291040868,
202101-202106,경상남도,통영시,일반용,11440,153823188,32.55
202101-202106,경상남도,통영시,합계,14074,472639067,
202101-202106,경상남도,하동군,일반용,4499,42108388,20.33
202101-202106,경상남도,하동군,합계,9718,207143347,
202101-202106,경상남도,함안군,일반용,5281,66327804,4.52
202101-202106,경상남도,함안군,합계,9643,1468929160,
202101-202106,경상남도,함양군,일반용,3749,34822631,24.44
202101-202106,경상남도,함양군,합계,7682,142495420,
202101-202106,경상남도,합천군,일반용,4081,48926153,23.05
202101-202106,경상남도,합천군,합계,9556,212225354,
