년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201707-201712,전라북도,고창군,일반용,4491,50735888,17.42
201707-201712,전라북도,고창군,합계,9865,291204205,
201707-201712,전라북도,군산시,일반용,20257,303187280,7.31
201707-201712,전라북도,군산시,합계,22907,4147620849,
201707-201712,전라북도,김제시,일반용,6294,79489798,16.84
201707-201712,전라북도,김제시,합계,12522,471892365,
201707-201712,전라북도,남원시,일반용,7233,80826312,27.1
201707-201712,전라북도,남원시,합계,12751,298244370,
201707-201712,전라북도,무주군,일반용,2614,42137563,42.32
201707-201712,전라북도,무주군,합계,4542,99571347,
201707-201712,전라북도,부안군,일반용,5504,65561734,27.31
201707-201712,전라북도,부안군,합계,8780,240042532,
201707-201712,전라북도,순창군,일반용,2229,21476212,16.25
201707-201712,전라북도,순창군,합계,5764,132155263,
201707-201712,전라북도,완주군,일반용,6966,108684282,13.32
201707-201712,전라북도,완주군,합계,11078,815886341,
201707-201712,전라북도,익산시,일반용,20361,251361518,16.66
201707-201712,전라북도,익산시,합계,27885,1508710093,
201707-201712,전라북도,임실군,일반용,2232,27380544,18.81
201707-201712,전라북도,임실군,합계,5436,145560522,
201707-201712,전라북도,장수군,일반용,1638,18177561,17.94
201707-201712,전라북도,장수군,합계,4336,101335747,
201707-201712,전라북도,전주시,일반용,45145,657180176,29.73
201707-201712,전라북도,전주시,합계,44934,2210161978,
201707-201712,전라북도,정읍시,일반용,8970,94352999,12.83
201707-201712,전라북도,정읍시,합계,16097,735271277,
201707-201712,전라북도,진안군,일반용,2033,20791056,21.92
201707-201712,전라북도,진안군,합계,4904,94871198,
