년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202107-202112,전라북도,고창군,일반용,4923,57703793,17.1
202107-202112,전라북도,고창군,합계,10913,337445269,
202107-202112,전라북도,군산시,일반용,21216,320251923,10.64
202107-202112,전라북도,군산시,합계,23891,3008757243,
202107-202112,전라북도,김제시,일반용,6889,85964859,15.33
202107-202112,전라북도,김제시,합계,15332,560730330,
202107-202112,전라북도,남원시,일반용,7803,83728165,25.44
202107-202112,전라북도,남원시,합계,14297,329096395,
202107-202112,전라북도,무주군,일반용,2835,40000008,38.15
202107-202112,전라북도,무주군,합계,5127,104859542,
202107-202112,전라북도,부안군,일반용,5838,68900949,27.14
202107-202112,전라북도,부안군,합계,9487,253834365,
202107-202112,전라북도,순창군,일반용,2387,23713802,16.6
202107-202112,전라북도,순창군,합계,6280,142831569,
202107-202112,전라북도,완주군,일반용,7931,131716705,14.67
202107-202112,전라북도,완주군,합계,12369,898132009,
202107-202112,전라북도,익산시,일반용,21097,267527597,17.02
202107-202112,전라북도,익산시,합계,29138,1571959702,
202107-202112,전라북도,임실군,일반용,2413,29575806,18.91
202107-202112,전라북도,임실군,합계,6075,156367474,
202107-202112,전라북도,장수군,일반용,1869,18944735,18.51
202107-202112,전라북도,장수군,합계,4940,102327330,
202107-202112,전라북도,전주시,일반용,49115,701830231,30.46
202107-202112,전라북도,전주시,합계,47476,2303751422,
202107-202112,전라북도,정읍시,일반용,9591,104259936,11.3
202107-202112,전라북도,정읍시,합계,17425,922728168,
202107-202112,전라북도,진안군,일반용,2245,23325407,22.24
202107-202112,전라북도,진안군,합계,5641,104901300,
