년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201207-201212,서울특별시,강남구,일반용,47099,1823830550,74.07
201207-201212,서울특별시,강남구,합계,32344,2462410218,
201207-201212,서울특별시,강동구,일반용,19360,372253641,46.82
201207-201212,서울특별시,강동구,합계,20740,794998053,
201207-201212,서울특별시,강북구,일반용,15516,217703572,45.82
201207-201212,서울특별시,강북구,합계,20780,475088371,
201207-201212,서울특별시,강서구,일반용,21678,496986242,47.97
201207-201212,서울특별시,강서구,합계,29520,1036025153,
201207-201212,서울특별시,관악구,일반용,24544,395978037,45.84
201207-201212,서울특별시,관악구,합계,36004,863751942,
201207-201212,서울특별시,광진구,일반용,19652,343426762,39.78
201207-201212,서울특별시,광진구,합계,24777,863293280,
201207-201212,서울특별시,구로구,일반용,16866,461857655,46.28
201207-201212,서울특별시,구로구,합계,19744,997979491,
201207-201212,서울특별시,금천구,일반용,12627,474391193,58.14
201207-201212,서울특별시,금천구,합계,14275,815967283,
201207-201212,서울특별시,노원구,일반용,14240,318411586,40.11
201207-201212,서울특별시,노원구,합계,16106,793834372,
201207-201212,서울특별시,도봉구,일반용,11525,183074299,33.11
201207-201212,서울특별시,도봉구,합계,14931,552857418,
201207-201212,서울특별시,동대문구,일반용,23858,348855066,46.55
201207-201212,서울특별시,동대문구,합계,23698,749434092,
201207-201212,서울특별시,동작구,일반용,15954,307141279,47.14
201207-201212,서울특별시,동작구,합계,23994,651507860,
201207-201212,서울특별시,마포구,일반용,25049,563973339,57.51
201207-201212,서울특별시,마포구,합계,24290,980687781,
201207-201212,서울특별시,서대문구,일반용,15589,295657901,47.14
201207-201212,서울특별시,서대문구,합계,19036,627134628,
201207-201212,서울특별시,서초구,일반용,28739,1111822222,64.01
201207-201212,서울특별시,서초구,합계,19928,1737031249,
201207-201212,서울특별시,성동구,일반용,15300,312471768,33.11
201207-201212,서울특별시,성동구,합계,15681,943861539,
201207-201212,서울특별시,성북구,일반용,20662,289251368,37.86
201207-201212,서울특별시,성북구,합계,24655,763961819,
201207-201212,서울특별시,송파구,일반용,28149,699530007,53.45
201207-201212,서울특별시,송파구,합계,28575,1308797968,
201207-201212,서울특별시,양천구,일반용,16299,409520708,50.92
201207-201212,서울특별시,양천구,합계,18978,804291940,
201207-201212,서울특별시,영등포구,일반용,23715,900197091,64.97
201207-201212,서울특별시,영등포구,합계,19901,1385602325,
201207-201212,서울특별시,용산구,일반용,15362,416033951,57.56
201207-201212,서울특별시,용산구,합계,15538,722818068,
201207-201212,서울특별시,은평구,일반용,19472,251861972,37.46
201207-201212,서울특별시,은평구,합계,30281,672343907,
201207-201212,서울특별시,종로구,일반용,24733,624463750,70.71
201207-201212,서울특별시,종로구,합계,15105,883121894,
201207-201212,서울특별시,중구,일반용,24545,1084658214,78.49
201207-201212,서울특별시,중구,합계,12618,1381875707,
201207-201212,서울특별시,중랑구,일반용,18953,239913644,42.54
201207-201212,서울특별시,중랑구,합계,25615,564034137,
