년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201901-201906,인천광역시,강화군,일반용,7938,96291533,32.19
201901-201906,인천광역시,강화군,합계,13229,299130808,
201901-201906,인천광역시,계양구,일반용,12607,223486515,35.03
201901-201906,인천광역시,계양구,합계,16391,638014789,
201901-201906,인천광역시,남동구,일반용,23009,454060691,23.12
201901-201906,인천광역시,남동구,합계,25895,1963631693,
201901-201906,인천광역시,동구,일반용,3629,55459667,2.8
201901-201906,인천광역시,동구,합계,4371,1983910739,
201901-201906,인천광역시,미추홀구,일반용,21164,309346852,34.99
201901-201906,인천광역시,미추홀구,합계,32389,884091801,
201901-201906,인천광역시,부평구,일반용,21922,379194398,33.21
201901-201906,인천광역시,부평구,합계,27115,1141815789,
201901-201906,인천광역시,서구,일반용,23167,523428924,18.58
201901-201906,인천광역시,서구,합계,26976,2817082674,
201901-201906,인천광역시,연수구,일반용,9151,351280817,30.37
201901-201906,인천광역시,연수구,합계,10180,1156857560,
201901-201906,인천광역시,옹진군,일반용,3918,54835715,48.51
201901-201906,인천광역시,옹진군,합계,3997,113038212,
201901-201906,인천광역시,중구,일반용,10818,557000534,49.18
201901-201906,인천광역시,중구,합계,9842,1132597182,
