년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201701-201706,강원도,강릉시,일반용,18847,258652528,25.69
201701-201706,강원도,강릉시,합계,21489,1006762781,
201701-201706,강원도,고성군,일반용,3791,62328280,39.98
201701-201706,강원도,고성군,합계,4699,155908500,
201701-201706,강원도,동해시,일반용,6907,103783373,7.71
201701-201706,강원도,동해시,합계,8042,1345865002,
201701-201706,강원도,삼척시,일반용,6239,84145999,10.66
201701-201706,강원도,삼척시,합계,8798,789658216,
201701-201706,강원도,속초시,일반용,7823,121015506,49.86
201701-201706,강원도,속초시,합계,6477,242712215,
201701-201706,강원도,양구군,일반용,2515,43919377,37.4
201701-201706,강원도,양구군,합계,3685,117439059,
201701-201706,강원도,양양군,일반용,4011,58154258,40.83
201701-201706,강원도,양양군,합계,4885,142419043,
201701-201706,강원도,영월군,일반용,4020,39610090,7.23
201701-201706,강원도,영월군,합계,6571,547947498,
201701-201706,강원도,원주시,일반용,24637,390808012,31.32
201701-201706,강원도,원주시,합계,25230,1247839800,
201701-201706,강원도,인제군,일반용,4335,70197739,39.96
201701-201706,강원도,인제군,합계,5565,175670069,
201701-201706,강원도,정선군,일반용,4915,103175326,33.32
201701-201706,강원도,정선군,합계,6280,309683766,
201701-201706,강원도,철원군,일반용,4648,82437984,31.91
201701-201706,강원도,철원군,합계,6975,258379302,
201701-201706,강원도,춘천시,일반용,20261,357100887,41.83
201701-201706,강원도,춘천시,합계,23118,853682745,
201701-201706,강원도,태백시,일반용,4041,45553248,27.04
201701-201706,강원도,태백시,합계,4618,168444041,
201701-201706,강원도,평창군,일반용,6046,119376533,37.21
201701-201706,강원도,평창군,합계,8284,320793255,
201701-201706,강원도,홍천군,일반용,7883,121200883,32.62
201701-201706,강원도,홍천군,합계,11484,371523399,
201701-201706,강원도,화천군,일반용,3122,59446209,44.67
201701-201706,강원도,화천군,합계,3967,133087817,
201701-201706,강원도,횡성군,일반용,4777,60562235,20.05
201701-201706,강원도,횡성군,합계,8475,302027128,
