년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201601-201606,경상남도,거제시,일반용,17553,247894357,21.4
201601-201606,경상남도,거제시,합계,20192,1158652921,
201601-201606,경상남도,거창군,일반용,4936,51315304,23.23
201601-201606,경상남도,거창군,합계,9097,220923443,
201601-201606,경상남도,고성군,일반용,4625,50348204,15.86
201601-201606,경상남도,고성군,합계,8635,317480364,
201601-201606,경상남도,김해시,일반용,28860,456139221,17.34
201601-201606,경상남도,김해시,합계,32305,2630478521,
201601-201606,경상남도,남해군,일반용,4681,48085662,36.38
201601-201606,경상남도,남해군,합계,8144,132183371,
201601-201606,경상남도,밀양시,일반용,9077,89989990,14.08
201601-201606,경상남도,밀양시,합계,16240,639008339,
201601-201606,경상남도,사천시,일반용,9160,110996106,16.98
201601-201606,경상남도,사천시,합계,12243,653683469,
201601-201606,경상남도,산청군,일반용,3419,31536305,19.86
201601-201606,경상남도,산청군,합계,6794,158829678,
201601-201606,경상남도,양산시,일반용,17023,269942792,15.33
201601-201606,경상남도,양산시,합계,18549,1761399670,
201601-201606,경상남도,의령군,일반용,2464,21958743,10.57
201601-201606,경상남도,의령군,합계,5587,207836264,
201601-201606,경상남도,진주시,일반용,24620,316356569,23.05
201601-201606,경상남도,진주시,합계,30980,1372718384,
201601-201606,경상남도,창녕군,일반용,5362,64581042,13.09
201601-201606,경상남도,창녕군,합계,9912,493431202,
201601-201606,경상남도,창원시,일반용,56279,971960080,17.82
201601-201606,경상남도,창원시,합계,75688,5453071814,
201601-201606,경상남도,통영시,일반용,10828,147330117,24.21
201601-201606,경상남도,통영시,합계,13270,608644617,
201601-201606,경상남도,하동군,일반용,4219,41251650,24.09
201601-201606,경상남도,하동군,합계,8788,171251971,
201601-201606,경상남도,함안군,일반용,5279,60208674,4.53
201601-201606,경상남도,함안군,합계,8785,1328739751,
201601-201606,경상남도,함양군,일반용,3602,30678026,24.29
201601-201606,경상남도,함양군,합계,6761,126292058,
201601-201606,경상남도,합천군,일반용,3885,39113848,19.89
201601-201606,경상남도,합천군,합계,8538,196653676,
