년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202007-202012,대구광역시,남구,일반용,12023,155666843,52.71
202007-202012,대구광역시,남구,합계,16702,295338830,
202007-202012,대구광역시,달서구,일반용,28856,446516932,23.12
202007-202012,대구광역시,달서구,합계,28930,1930971578,
202007-202012,대구광역시,달성군,일반용,13435,200412517,11.19
202007-202012,대구광역시,달성군,합계,13195,1790877987,
202007-202012,대구광역시,동구,일반용,21683,377075371,50.62
202007-202012,대구광역시,동구,합계,24848,744965321,
202007-202012,대구광역시,북구,일반용,26175,395766747,34.7
202007-202012,대구광역시,북구,합계,24845,1140630679,
202007-202012,대구광역시,서구,일반용,13605,144883563,31.25
202007-202012,대구광역시,서구,합계,17097,463576628,
202007-202012,대구광역시,수성구,일반용,24117,356947115,42.74
202007-202012,대구광역시,수성구,합계,21113,835078683,
202007-202012,대구광역시,중구,일반용,14779,249344963,71.57
202007-202012,대구광역시,중구,합계,8390,348386788,
