년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201607-201612,충청북도,괴산군,일반용,3424,40049987,17.06
201607-201612,충청북도,괴산군,합계,7259,234827104,
201607-201612,충청북도,단양군,일반용,3419,41356135,4.3
201607-201612,충청북도,단양군,합계,5349,961776785,
201607-201612,충청북도,보은군,일반용,2916,32121329,20.78
201607-201612,충청북도,보은군,합계,6624,154574721,
201607-201612,충청북도,영동군,일반용,3962,38418605,19.29
201607-201612,충청북도,영동군,합계,9220,199180083,
201607-201612,충청북도,옥천군,일반용,3986,44764377,15.58
201607-201612,충청북도,옥천군,합계,8169,287375073,
201607-201612,충청북도,음성군,일반용,8738,111801490,8.11
201607-201612,충청북도,음성군,합계,12747,1377944520,
201607-201612,충청북도,제천시,일반용,11791,130014062,17.64
201607-201612,충청북도,제천시,합계,15138,737069643,
201607-201612,충청북도,증평군,일반용,2835,32565063,13.18
201607-201612,충청북도,증평군,합계,3752,247168551,
201607-201612,충청북도,진천군,일반용,6086,91244736,8.43
201607-201612,충청북도,진천군,합계,8637,1082735690,
201607-201612,충청북도,청주시,일반용,51503,812903637,14.45
201607-201612,충청북도,청주시,합계,67339,5625700278,
201607-201612,충청북도,충주시,일반용,16379,227275688,20.88
201607-201612,충청북도,충주시,합계,25124,1088344289,
