년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201701-201706,대전광역시,대덕구,일반용,12182,180082376,12.91
201701-201706,대전광역시,대덕구,합계,13689,1395421899,
201701-201706,대전광역시,동구,일반용,14131,189012000,41.72
201701-201706,대전광역시,동구,합계,18822,453098286,
201701-201706,대전광역시,서구,일반용,20690,491783131,54.35
201701-201706,대전광역시,서구,합계,27319,904907006,
201701-201706,대전광역시,유성구,일반용,15519,544003740,38.09
201701-201706,대전광역시,유성구,합계,17147,1428310170,
201701-201706,대전광역시,중구,일반용,15751,253256560,52.18
201701-201706,대전광역시,중구,합계,16962,485351733,
