년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
202001-202006,경상북도,경산시,일반용,17722,227906543,17.42
202001-202006,경상북도,경산시,합계,26792,1308237713,
202001-202006,경상북도,경주시,일반용,25362,315705619,16.72
202001-202006,경상북도,경주시,합계,34400,1887894431,
202001-202006,경상북도,고령군,일반용,3165,33090608,5.48
202001-202006,경상북도,고령군,합계,5677,603345873,
202001-202006,경상북도,구미시,일반용,27429,344577143,7.57
202001-202006,경상북도,구미시,합계,34747,4550173036,
202001-202006,경상북도,군위군,일반용,2162,27154444,16.93
202001-202006,경상북도,군위군,합계,5320,160359017,
202001-202006,경상북도,김천시,일반용,10366,139353699,12.49
202001-202006,경상북도,김천시,합계,18713,1115839573,
202001-202006,경상북도,문경시,일반용,6557,77068712,25.93
202001-202006,경상북도,문경시,합계,11180,297263806,
202001-202006,경상북도,봉화군,일반용,2844,26455813,2.88
202001-202006,경상북도,봉화군,합계,7510,920147023,
202001-202006,경상북도,상주시,일반용,7884,83772604,21.72
202001-202006,경상북도,상주시,합계,17662,385755237,
202001-202006,경상북도,성주군,일반용,4290,45975754,9.09
202001-202006,경상북도,성주군,합계,9866,505568001,
202001-202006,경상북도,안동시,일반용,13654,182566572,32.1
202001-202006,경상북도,안동시,합계,21960,568814468,
202001-202006,경상북도,영덕군,일반용,5250,60830787,41.24
202001-202006,경상북도,영덕군,합계,7190,147516021,
202001-202006,경상북도,영양군,일반용,1528,15140097,25.63
202001-202006,경상북도,영양군,합계,4271,59061526,
202001-202006,경상북도,영주시,일반용,9731,102393065,13.19
202001-202006,경상북도,영주시,합계,14569,776543503,
202001-202006,경상북도,영천시,일반용,8386,97265018,13.14
202001-202006,경상북도,영천시,합계,15506,739946571,
202001-202006,경상북도,예천군,일반용,3803,47221911,25.73
202001-202006,경상북도,예천군,합계,10031,183546379,
202001-202006,경상북도,울릉군,일반용,1896,17565076,58.85
202001-202006,경상북도,울릉군,합계,1418,29845321,
202001-202006,경상북도,울진군,일반용,5466,73929617,23.2
202001-202006,경상북도,울진군,합계,9321,318596881,
202001-202006,경상북도,의성군,일반용,4223,42092874,19.92
202001-202006,경상북도,의성군,합계,12086,211348993,
202001-202006,경상북도,청도군,일반용,3871,44155567,18.88
202001-202006,경상북도,청도군,합계,10096,233845226,
202001-202006,경상북도,청송군,일반용,2722,30611529,30.02
202001-202006,경상북도,청송군,합계,6615,101979035,
202001-202006,경상북도,칠곡군,일반용,10801,144683443,15.57
202001-202006,경상북도,칠곡군,합계,14314,929514664,
202001-202006,경상북도,포항시,일반용,39827,487960538,11.57
202001-202006,경상북도,포항시,합계,45572,4215699622,
